province,province_en,name,name_en,category,layer,layer_name,lat,lon,source
ขอนแก่น,Khon Kaen,KKU Learning Center,KKU Learning Center,มหาวิทยาลัย,1,Primary,16.476738,102.8236125,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,Mekong Institute,Mekong Institute,มหาวิทยาลัย,1,Primary,16.4737243,102.8285149,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,National Biological Control Research Center,National Biological Control Research Center,มหาวิทยาลัย,1,Primary,16.4735088,102.811292,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,กองกิจการนักศึกษา,Student Affairs Division,มหาวิทยาลัย,1,Primary,16.4778973,102.8202568,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,คณะบริหารธุรกิจและการบัญชี,Faculty Of Business Administration and Accountancy,มหาวิทยาลัย,1,Primary,16.4739384,102.8256076,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,คณะพยาบาลศาสตร์,Faculty of Nursing,มหาวิทยาลัย,1,Primary,16.4695524,102.825094,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,คณะมนุษยศาสตร์และสังคมศาสตร์,Faculty of Humanities and Social Sciences,มหาวิทยาลัย,1,Primary,16.4755065,102.8262861,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,คณะวิทยาศาสตร์,Faculty of Science,มหาวิทยาลัย,1,Primary,16.475628,102.8235807,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,คณะวิศวกรรมศาสตร์,Faculty of Engineering,มหาวิทยาลัย,1,Primary,16.4725469,102.822909,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,คณะศิลปกรรมศาสตร์,Faculty of Fine and Applied Arts,มหาวิทยาลัย,1,Primary,16.4693332,102.8176599,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,คณะสถาปัตยกรรมศาสตร์,Faculty of Architecture,มหาวิทยาลัย,1,Primary,16.4717839,102.82764,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,คณะสัตวแพทยศาสตร์,Faculty of Veterinary Medicine,มหาวิทยาลัย,1,Primary,16.4783999,102.8312002,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,คณะสาธารณสุขศาสตร์,Faculty of Public Health,มหาวิทยาลัย,1,Primary,16.4704803,102.8251806,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,คณะเกษตรศาสตร์,Faculty of Agriculture,มหาวิทยาลัย,1,Primary,16.4764079,102.8218693,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,คณะเทคนิคการแพทย์,Faculty of Associated Medical Sciences,มหาวิทยาลัย,1,Primary,16.4686958,102.8275336,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,คณะเทคโนโลยี,Faculty of Technology,มหาวิทยาลัย,1,Primary,16.4739852,102.8214414,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,คณะเภสัขศาสตร์,Faculty of Pharmaceutical Sciences,มหาวิทยาลัย,1,Primary,16.4705936,102.8277097,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,พืซสวน,Horticulture,มหาวิทยาลัย,1,Primary,16.4737088,102.813113,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,มหาวิทยาลัยขอนแก่น,Khon Kaen University,มหาวิทยาลัย,1,Primary,16.461702,102.8173367,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,มหาวิทยาลัยภาคตะวันออกเฉียงเหนี่อ,North-Eastern University,มหาวิทยาลัย,1,Primary,16.4239795,102.8155886,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,Mahachulalongkornrajavidyalaya University,มหาวิทยาลัย,1,Primary,16.4187025,102.8354935,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,มหาวิทยาลัยมหามกุฏราชวิทยาลัย,Mahamakut Buddhist University Isan Campus,มหาวิทยาลัย,1,Primary,16.4615097,102.854545,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,มหาวิทยาลัยเทคโนโลยีราชมงคลอีสสาน,Rajamangala University of Technology Isan,มหาวิทยาลัย,1,Primary,16.4306365,102.8635031,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,วิทยาลัยการปกครองท้องถิ่น,College of Local Administration,มหาวิทยาลัย,1,Primary,16.4735867,102.8312805,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,ศูนย์หม่อนไหมเฉลิมพระเกียรติฯ ขอนแก่น,Queen Sirikit Sericulture Center Khon Kaen,มหาวิทยาลัย,1,Primary,16.4567529,102.721526,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,ศูนย์เมล็ดพันธุ์ข้าว,Rice Seed Centre,มหาวิทยาลัย,1,Primary,16.5648696,102.816005,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,สำนักงานอธิการบดี,Office of the President,มหาวิทยาลัย,1,Primary,16.4712297,102.8162225,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,สำนักงานอำนวยการ (ศึกษาศาสตร์),,มหาวิทยาลัย,1,Primary,16.4503396,102.8168404,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,สำนักวิจัยและพัฒนาการเกษตรเขตที่ 3,Office of Agricultural Research and Development Region 3,มหาวิทยาลัย,1,Primary,16.47141,102.833344,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,สำนักเทคโนโลยีดิจิทัล มข.,Office of Digital Technology KKU,มหาวิทยาลัย,1,Primary,16.4740063,102.824791,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,สโมสรบุคลากรมหาวิทยาลัยขอนแก่น,KKU Staff Club,มหาวิทยาลัย,1,Primary,16.4741708,102.8278706,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,หมวดพืชไร่,Muat Phuet Rai,มหาวิทยาลัย,1,Primary,16.4704132,102.811156,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,องค์การนักศึกษา มหาวิทยาลัยขอนแก่น,Khon Kaen University Student Union,มหาวิทยาลัย,1,Primary,16.477584,102.8217352,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,อาคารพิมล กลกิจ,Bimala Kalakicha Building,มหาวิทยาลัย,1,Primary,16.4741758,102.8270533,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,อาคารเรียนรวมและห้องปฏิบัติการวิจัยคณะแพทยศาสตร์,Faculty of Medicine,มหาวิทยาลัย,1,Primary,16.4702272,102.828428,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,โรงเรียนสาธิตมหาวิทยาลัยขอนแก่น ฝ่ายนานาชาติ,Demonstration School Khon Kaen University International Division,มหาวิทยาลัย,1,Primary,16.4501564,102.816116,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,โรงเรียนสาธิตมหาวิทยาลัยขอนแก่น ฝ่ายประถมศึกษา,Khon Kaen University Demonstration Elementary School,มหาวิทยาลัย,1,Primary,16.4501333,102.818308,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,โรงเรียนสาธิตมหาวิทยาลัยขอนแก่น ฝ่ายมัธยมศึกษา (ศึกษาศาสตร์),"Demonstration School Khon Kaen University, Secondary (Suksasart)",มหาวิทยาลัย,1,Primary,16.4516554,102.818404,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,ขอนแก่นเทคโนโลขีพณิชยการ,K-Tech,วิทยาลัย,1,Primary,16.4529979,102.84525,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,วิทยาลัยการสาธารณสุขสิรินธร,Sirindhorn College of Public Health,วิทยาลัย,1,Primary,16.424917,102.8440162,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,วิทยาลัยบัณฑิตเอเชีย,College of Asian Scholars,วิทยาลัย,1,Primary,16.4349317,102.8606352,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,วิทยาลัยสารพัดช่างขอนแก่น,Khon Kaen Polytechnic College,วิทยาลัย,1,Primary,16.3310098,102.7990405,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,วิทยาลัยอาชีวศึกษาขอนแก่น,Khon Kaen Vocational College,วิทยาลัย,1,Primary,16.4371147,102.8390346,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,วิทยาลัยเทคนิค ขอนแก่น,Khon Kaen Technical College,วิทยาลัย,1,Primary,16.4282225,102.846827,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,วิทยาลัยเทคโนโลยีขอนแก่น,Khon Kaen Technology College,วิทยาลัย,1,Primary,16.455413,102.8295209,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,โรงเรียนขอนแก่นบริหารธุรกิจ,KBAC,วิทยาลัย,1,Primary,16.4545827,102.8422247,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,โรงเรียนเทคโนโลยีภาคตะวันออกเฉียงเหนี่อ,North-Eastern Technology,วิทยาลัย,1,Primary,16.4218456,102.8182756,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,Khon kaen bus terminal2,Khon kaen bus terminal2,สถานีขนส่ง,1,Primary,16.4340846,102.8368984,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,ขอนเเก่นขนส่ง,,สถานีขนส่ง,1,Primary,16.3860833,102.8261023,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,สถานีขนส่งจังหวัดขอนแก่นแห่งที่ 2,Khon Kaen Van Terminal,สถานีขนส่ง,1,Primary,16.4333558,102.836545,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,สถานีขนส่งจังหวัดขอนแก่นแห่งที่ 3,"Khon Kaen Bus Terminal 3 (to Ubon, Chiang Mai, Mae Sot)",สถานีขนส่ง,1,Primary,16.3902727,102.8047367,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,สถานีรถขนส่งผู้โดยสาร,Khon Kaen Bus Terminal,สถานีขนส่ง,1,Primary,16.4396683,102.8328613,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,ขอนแก่น,Khon Kaen,สถานีรถไฟ,1,Primary,16.4268083,102.8256655,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,ท่าพระ,Tha Phra,สถานีรถไฟ,1,Primary,16.3385983,102.8046708,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,สำราญ,Samran,สถานีรถไฟ,1,Primary,16.517094,102.8430467,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,ท่าอากาศยานขอนแก่น,Khon Kaen Airport (KKC),สนามบิน,1,Primary,16.4646585,102.7866638,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,Khon Kaen Immigration Office,,หน่วยงานรัฐ,1,Primary,16.5887944,102.8191012,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,Tourism Authority of Thailand,Tourism Authority of Thailand,หน่วยงานรัฐ,1,Primary,16.4158729,102.8347878,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,กองฝึกอบรมภูมิภาค2 การประปาส่วนภูมิภาค,Provincial Waterworks Authority Nai Mueang,หน่วยงานรัฐ,1,Primary,16.4074555,102.8326914,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,คณะนิติศาสตร์,Faculty of Law,หน่วยงานรัฐ,1,Primary,16.4501974,102.8152704,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,คณะวิทยาศาสตร์ ตึก SC06,,หน่วยงานรัฐ,1,Primary,16.4740908,102.8234441,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,ที่ทำการกำนันตำบลศิลา,Sila Subdistrict Headman's Office,หน่วยงานรัฐ,1,Primary,16.497838,102.8363719,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,ศูนย์บริหารศัตรูพืช จังหวัดขอนแก่น,Khon Kaen Pest Management Center,หน่วยงานรัฐ,1,Primary,16.4826176,102.8320444,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,ศูนย์ส่งเสริมอุตสาหกรรมภาคที่๕,Industrial Promotion Center Region 5,หน่วยงานรัฐ,1,Primary,16.562903,102.823399,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,ศูนย์ส่งเสริมเทคโนโลยีการเกษตร ด้านการอารักขาพืช จังหวัดขอนแก่น,Khon Kaen Agricultural Technology Promotion Center,หน่วยงานรัฐ,1,Primary,16.4823839,102.8321385,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,สำนักงานการค้าภายในจังหวัดขอนแก่น,Department of Internal Trade Khon Kaen,หน่วยงานรัฐ,1,Primary,16.4133537,102.8319303,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,สำนักงานการปฎิรูปที่ดินจังหวัดขอนแก่น,Samnakngan Kan Pati Rup Thidin Changwat Khon Kaen,หน่วยงานรัฐ,1,Primary,16.4304672,102.866173,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,สำนักงานขนส่งจังหวัดขอนแกน แห่งที่ 1,Khon Kaen Land Transportation Authority Office 1,หน่วยงานรัฐ,1,Primary,16.4422332,102.8395524,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,สำนักงานจัดรูปที่ดิน จังหวัดขอนแก่น,Khon Kaen Provincial Land Department,หน่วยงานรัฐ,1,Primary,16.4324501,102.8671119,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,สำนักงานทางหลวงชนบทที่ 6 ขอนแก่น,Khon Kaen Rural Roads Administration 6,หน่วยงานรัฐ,1,Primary,16.5647112,102.823239,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,สำนักงานสรรพสามิตพื้นที่ขอนแก่น,Area Excise Office Khon Kaen,หน่วยงานรัฐ,1,Primary,16.4069442,102.7638202,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,สำนักงานสรรพากรพื้นที่ขอนแก่น,Khon Kaen Area Revenue Office,หน่วยงานรัฐ,1,Primary,16.4071809,102.7628654,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,สำนักงานสาธารณสุข อำเภอเมือง,Mueang District Public Health Office,หน่วยงานรัฐ,1,Primary,16.4308653,102.8890389,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,สำนักงานเทศบาลตำบลพระลับ,Phra Lap Subdistrict Administration Office,หน่วยงานรัฐ,1,Primary,16.4152124,102.900224,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,สำนักงานเทศบาลนครขอนแก่น,Khon Kaen Municipality Office,หน่วยงานรัฐ,1,Primary,16.4297599,102.8296588,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,หมวดทางหลวง พระลับ,Pralub Highway Depot,หน่วยงานรัฐ,1,Primary,16.4331344,102.8930274,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,หมวดทางหลวง ศิลา,Sila Highway Depot,หน่วยงานรัฐ,1,Primary,16.5002348,102.8321649,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,เทศบาลตำบล บึงเนียม,Bungniam Municipality,หน่วยงานรัฐ,1,Primary,16.4382384,102.9316673,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,โครงการชลประทาน ขอนแก่น,Khon Kaen Irrigation Department,หน่วยงานรัฐ,1,Primary,16.4444948,102.8294107,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,Central Khonkaen Campus,,ห้างสรรพสินค้า,1,Primary,16.4372396,102.7764209,Google Maps
ขอนแก่น,Khon Kaen,Ozone Village Khon Kaen,,ห้างสรรพสินค้า,1,Primary,16.4570466,102.781286,Google Maps
ขอนแก่น,Khon Kaen,Ozone Village Khon Kaen,,ห้างสรรพสินค้า,1,Primary,16.4363751,102.7581342,Google Maps
ขอนแก่น,Khon Kaen,Ozone village,Ozone village,ห้างสรรพสินค้า,1,Primary,16.4364624,102.8304053,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,สหสินเทรดดิ้ง หจก.,Sahasin trading,ห้างสรรพสินค้า,1,Primary,16.4355806,102.8150303,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,ห้างสรรพสินค้าเซ็นทรัล ขอนแก่น,,ห้างสรรพสินค้า,1,Primary,16.446387,102.8262336,Google Maps
ขอนแก่น,Khon Kaen,เซนทรัล,,ห้างสรรพสินค้า,1,Primary,16.433502,102.826228,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,เซนโทซ่า,Sentosa,ห้างสรรพสินค้า,1,Primary,16.4398857,102.8249813,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,เซนโทซ่า,Sentosa,ห้างสรรพสินค้า,1,Primary,16.4287781,102.8351928,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,เซ็นทรัล ขอนแก่น,,ห้างสรรพสินค้า,1,Primary,16.4331744,102.7540768,Google Maps
ขอนแก่น,Khon Kaen,เซ็นทรัลพลาซา,Centralplaza Khon Kaen,ห้างสรรพสินค้า,1,Primary,16.433781,102.8255475,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,แฟรี่พลาซ่า,Fairy Plaza,ห้างสรรพสินค้า,1,Primary,16.4232383,102.8339035,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,โรบินสัน,Robinson,ห้างสรรพสินค้า,1,Primary,16.4337702,102.826228,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,ศูนย์รังสีรักษาและเคมีบำบัด โรงพยาบาลขอนแก่น,,โรงพยาบาล,1,Primary,16.4286173,102.8448803,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,ศูนย์อนามัยที่ 6,Regional Health Promotion Center 6,โรงพยาบาล,1,Primary,16.429482,102.8510992,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,ศูนย์แพทย์ชาตะผดุง,Chata Phadung Health Center,โรงพยาบาล,1,Primary,16.420118,102.8495161,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,โรงพยาบาล วัดหนองแวง,Wat Nong Waeng Hospital,โรงพยาบาล,1,Primary,16.4088975,102.835041,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,โรงพยาบาลกรุงเทพ,Bangkok Hospital,โรงพยาบาล,1,Primary,16.4420747,102.8200449,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,โรงพยาบาลกรุงเทพขอนแก่น,,โรงพยาบาล,1,Primary,16.4325392,102.6780065,Google Maps
ขอนแก่น,Khon Kaen,โรงพยาบาลกรุงเทพขอนแก่น,,โรงพยาบาล,1,Primary,16.4422085,102.6761332,Google Maps
ขอนแก่น,Khon Kaen,โรงพยาบาลขอนแก่น ราม,,โรงพยาบาล,1,Primary,16.3600059,102.8184763,Google Maps
ขอนแก่น,Khon Kaen,โรงพยาบาลขอนแก่นราม,Khon Kaen Ram Hospital,โรงพยาบาล,1,Primary,16.433636,102.8210662,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,โรงพยาบาลจิตเวชขอนแก่นราชนครินทร์,Khon Kaen Rajanagarindra Psychiatric Hospital,โรงพยาบาล,1,Primary,16.424786,102.849015,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,โรงพยาบาลราชพฤกษ์,Ratchapreuk Hospital,โรงพยาบาล,1,Primary,16.4353594,102.824182,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,โรงพยาบาลราชพฤกษ์,Ratchaphruek Hospital,โรงพยาบาล,1,Primary,16.4489347,102.8303815,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,โรงพยาบาลศรีนครินทร์,Srinagarind Hospital,โรงพยาบาล,1,Primary,16.4682595,102.8302327,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,โรงพยาบาลศูนย์ขอนแก่น,Khon Kaen Provincial Hospital,โรงพยาบาล,1,Primary,16.4305641,102.8488059,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,โรงพยาบาลสัตว์ขวัญคำ ขอนแก่น,,โรงพยาบาล,1,Primary,16.500134,102.842573,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,ประตูเมือง ขอนแก่น,Khon Kaen City Gate,ประตูเมือง,2,Iconic,16.4319073,102.8251312,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,Nonsila Temple,Wat Non Sila,วัด/ศาสนสถาน,2,Iconic,16.5365274,102.8284317,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,Samran Shrine,,วัด/ศาสนสถาน,2,Iconic,16.5359182,102.8276312,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,Wat Tha Prathai,,วัด/ศาสนสถาน,2,Iconic,16.4144175,102.914198,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,ญาพ่อเซียงแก้ว,Ya Pho Siang Kaeo,วัด/ศาสนสถาน,2,Iconic,16.4270959,102.8341223,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,พระแม่ธรณี,Phra Mae Thorani,วัด/ศาสนสถาน,2,Iconic,16.4307738,102.829028,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,วัด ท่าประชุม,Wat Tha Prachum,วัด/ศาสนสถาน,2,Iconic,16.4490095,102.9320991,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,วัด ท่าสองคร,Wat Tha Song Khon,วัด/ศาสนสถาน,2,Iconic,16.43949,102.9451346,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,วัดกลาง,Klang Temple,วัด/ศาสนสถาน,2,Iconic,16.41417,102.8347264,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,วัดดวงจันทราราม,Wat Duang Chan Thra Ram,วัด/ศาสนสถาน,2,Iconic,16.5089653,102.6673953,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,วัดตราชูวนาราม,Trachoo Wanaram Temple,วัด/ศาสนสถาน,2,Iconic,16.4575193,102.8323908,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,วัดทุ่งเศรษฐี,Wat Thung Setthi,วัด/ศาสนสถาน,2,Iconic,16.4115958,102.8840051,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,วัดธาตุ,Thaat Temple,วัด/ศาสนสถาน,2,Iconic,16.4193494,102.8352142,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,วัดบุกคาราม,Wat Buk Kha Ram,วัด/ศาสนสถาน,2,Iconic,16.5302168,102.7966832,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,วัดบูรพาทิศ,Wat Bunpha Thit,วัด/ศาสนสถาน,2,Iconic,16.538143,102.708294,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,วัดบ้านหินขาว,Wat Ban Hin Khao,วัด/ศาสนสถาน,2,Iconic,16.5340633,102.6601257,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,วัดป่าคำบอน,Wat Pa Kham Bon,วัด/ศาสนสถาน,2,Iconic,16.597384,102.8166215,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,วัดป่าชัยวัน,Wat Pa Chaiwan,วัด/ศาสนสถาน,2,Iconic,16.438824,102.8225248,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,วัดป่าบ้านกอก,Wat Pa Ban Kok,วัด/ศาสนสถาน,2,Iconic,16.4134071,102.8039714,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,วัดป่าประชาสามัคคีสันติธรรม,Wat Pa Pracha Samakkhi Santi Tham,วัด/ศาสนสถาน,2,Iconic,16.380669,102.7122775,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,วัดป่าภูคำน้อย,Wat Pa Phu Kham Noi,วัด/ศาสนสถาน,2,Iconic,16.5532175,102.7224313,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,วัดป่ามหาวนาราม,Wat Pa Maha Wana Ram,วัด/ศาสนสถาน,2,Iconic,16.4870158,102.8291614,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,วัดป่ามิ่งเมือง,Ming Muang Temple,วัด/ศาสนสถาน,2,Iconic,16.3968049,102.8378129,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,วัดป่าวิสุทธิมรรค,Wat Pa Wi Sutthi Mak,วัด/ศาสนสถาน,2,Iconic,16.6179503,102.8081673,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,วัดป่าวิเวกธรรม,Wiwektham Temple,วัด/ศาสนสถาน,2,Iconic,16.4260885,102.8462519,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,วัดป่าศรีอุทัยธรรม,Wat Pa Sri Uthai Tham,วัด/ศาสนสถาน,2,Iconic,16.3946629,102.7203409,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,วัดป่าสีตวัน,Wat Pa Sita Wan,วัด/ศาสนสถาน,2,Iconic,16.4417995,102.7811894,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,วัดป่าอรัญญวาส๊,Wat Pa Aranya Wasi,วัด/ศาสนสถาน,2,Iconic,16.3810518,102.7081465,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,วัดป่าเทพประทานพร,Wat Pa Thep Prathan Phon,วัด/ศาสนสถาน,2,Iconic,16.5531104,102.7926931,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,วัดป่าแสงอรุณ,Pa Saeng Arun Temple,วัด/ศาสนสถาน,2,Iconic,16.4259731,102.8859149,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,วัดป่าโนนม่วง,Wat Pa Non Muang,วัด/ศาสนสถาน,2,Iconic,16.4819884,102.808667,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,วัดภูดินบ้านพรสวรรค์,Wat Phu Din Ban Phonsawan,วัด/ศาสนสถาน,2,Iconic,16.4123463,102.7626961,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,วัดมรรคสำราญ,Wat Mak Samran,วัด/ศาสนสถาน,2,Iconic,16.452526,102.8441253,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,วัดรัตนารราม,Wat Rat Nan Ram,วัด/ศาสนสถาน,2,Iconic,16.55232,102.7824543,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,วัดราชบุรี,Wat Ratchaburi,วัด/ศาสนสถาน,2,Iconic,16.6206336,102.8362522,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,วัดราษฎร์สังขรณ์,Wat Rat Sang Khon,วัด/ศาสนสถาน,2,Iconic,16.5632909,102.6849372,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,วัดวุฒาราม,Wat Wuttharam,วัด/ศาสนสถาน,2,Iconic,16.4203739,102.825694,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,วัดศรีจันทร์,Sri Chan Temple,วัด/ศาสนสถาน,2,Iconic,16.4309748,102.839892,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,วัดศรีธาตุ,Sri That Temple,วัด/ศาสนสถาน,2,Iconic,16.405098,102.8394273,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,วัดศรีนวล,Sri Nual Temple,วัด/ศาสนสถาน,2,Iconic,16.4245386,102.8376793,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,วัดศรีบุญเรือง,Wat Si Bun Rueang,วัด/ศาสนสถาน,2,Iconic,16.5435672,102.6868891,OpenStreetMap / Overpass API
ขอนแก่น,Khon Kaen,วัดศรีสว่างโนนทัน,Wat Si Sawang Nonthan,วัด/ศาสนสถาน,2,Iconic,16.4135798,102.8551263,OpenStreetMap / Overpass API
