province,zone_anchor,anchor_category,lat,lon,radius_km,nearby_iconic_count,nearby_iconic_list,hypermarkets,convenience_stores,markets,hospitals,clinics,pharmacies,schools,banks,gas_stations,daily_life_summary,total_layer2_nearby,total_layer3_nearby,livability_score,median_house_price,median_condo_price,median_townhse_price,price_tier
ระยอง,วิทยาลัยอาชีวศึกษา โปลีเทคนิคระยอง,วิทยาลัย,12.6628151,101.3134647,2.0,0,ไม่มี,1,6,1,0,0,2,2,0,7,ปั๊มน้ำมัน 7 แห่ง; ร้านสะดวกซื้อ 6 แห่ง; ตู้ATM 3 แห่ง; โรงเรียน 2 แห่ง; ร้านขายยา 2 แห่ง; ไฮเปอร์มาร์เก็ต 1 แห่ง; วิทยาลัย 1 แห่ง; ตลาด 1 แห่ง,0,23,43,2887591,2492602,2629524,Mid-Range
ระยอง,ไทวัสดุ,ไฮเปอร์มาร์เก็ต,12.6716759,101.3040601,2.0,1,"Song pee nong Riverside Park (สวนสาธารณะ, 1.79km)",1,6,0,0,0,2,2,0,7,ปั๊มน้ำมัน 7 แห่ง; ร้านสะดวกซื้อ 6 แห่ง; โรงเรียน 2 แห่ง; ร้านขายยา 2 แห่ง; ตู้ATM 2 แห่ง; ไฮเปอร์มาร์เก็ต 1 แห่ง; วิทยาลัย 1 แห่ง,1,21,43,2887591,2492602,2629524,Mid-Range
ระยอง,โรงพยาบาลบำรุงราษฎร์ระยอง,โรงพยาบาล,12.6927319,101.204963,2.0,1,"พิพิธภัณฑ์เมืองระยอง (พิพิธภัณฑ์, 1.43km)",0,6,1,1,0,3,0,0,8,ปั๊มน้ำมัน 8 แห่ง; ร้านสะดวกซื้อ 6 แห่ง; สถานีขนส่ง 5 แห่ง; ร้านขายยา 3 แห่ง; โรงพยาบาล 1 แห่ง; ตลาด 1 แห่ง; ซูเปอร์มาร์เก็ต 1 แห่ง; ห้างสรรพสินค้า 1 แห่ง,1,26,42,2887591,2492602,2629524,Mid-Range
ระยอง,ไชยยงค์ค้าไม้,ไฮเปอร์มาร์เก็ต,12.6530885,101.3365696,2.0,0,ไม่มี,1,7,1,0,1,0,1,0,8,ปั๊มน้ำมัน 8 แห่ง; ร้านสะดวกซื้อ 7 แห่ง; หน่วยงานรัฐ 1 แห่ง; ไฮเปอร์มาร์เก็ต 1 แห่ง; คลินิก 1 แห่ง; โรงเรียนอนุบาล 1 แห่ง; ตู้ATM 1 แห่ง; โรงเรียน 1 แห่ง; ตลาด 1 แห่ง,0,22,40,2887591,2492602,2629524,Mid-Range
ระยอง,ศูนย์ราชการจังหวัดระยอง,หน่วยงานรัฐ,12.7069947,101.1831963,2.0,0,ไม่มี,0,7,0,0,1,1,3,4,4,ร้านสะดวกซื้อ 7 แห่ง; ธนาคาร 4 แห่ง; ปั๊มน้ำมัน 4 แห่ง; โรงเรียน 3 แห่ง; หน่วยงานรัฐ 1 แห่ง; คลินิก 1 แห่ง; ร้านขายยา 1 แห่ง; ห้างสรรพสินค้า 1 แห่ง,0,22,37,2887591,2492602,2629524,Mid-Range
ระยอง,โรงพยาบาลเฉลิมพระเกียรติ สมเด็จพระเทพรัตนราชสุดาฯ สยามบรมราชกุมารี,โรงพยาบาล,12.7301456,101.1362951,2.0,1,"สวนสาธารณะเทศบาลเมืองมาบตาพุด (สวนสาธารณะ, 1.33km)",0,3,0,3,0,0,1,0,4,ปั๊มน้ำมัน 4 แห่ง; หน่วยงานรัฐ 3 แห่ง; โรงพยาบาล 3 แห่ง; ร้านสะดวกซื้อ 3 แห่ง; ศาลากลาง/ที่ว่าการ 1 แห่ง; โรงเรียน 1 แห่ง,1,15,37,2887591,2492602,2629524,Mid-Range
ระยอง,ที่ทำการองค์การบริหารส่วนตำบลตะพง,หน่วยงานรัฐ,12.6458878,101.3513218,2.0,0,ไม่มี,1,3,1,0,1,0,1,0,4,ปั๊มน้ำมัน 4 แห่ง; ร้านสะดวกซื้อ 3 แห่ง; หน่วยงานรัฐ 1 แห่ง; ไฮเปอร์มาร์เก็ต 1 แห่ง; คลินิก 1 แห่ง; โรงเรียนอนุบาล 1 แห่ง; โรงเรียน 1 แห่ง; ตลาด 1 แห่ง,0,13,35,2887591,2492602,2629524,Mid-Range
ระยอง,สำนักงานเทศบาลนครมาบตาพุด,ศาลากลาง/ที่ว่าการ,12.7248498,101.1264238,2.0,1,"สวนสาธารณะเทศบาลเมืองมาบตาพุด (สวนสาธารณะ, 0.74km)",0,1,0,3,0,0,1,0,3,หน่วยงานรัฐ 3 แห่ง; โรงพยาบาล 3 แห่ง; ปั๊มน้ำมัน 3 แห่ง; ศาลากลาง/ที่ว่าการ 1 แห่ง; ร้านสะดวกซื้อ 1 แห่ง; โรงเรียน 1 แห่ง,1,12,33,2887591,2492602,2629524,Mid-Range
ระยอง,Immigration Office,หน่วยงานรัฐ,12.7230222,101.1279597,2.0,1,"สวนสาธารณะเทศบาลเมืองมาบตาพุด (สวนสาธารณะ, 0.99km)",0,1,0,3,0,0,1,0,2,หน่วยงานรัฐ 3 แห่ง; โรงพยาบาล 3 แห่ง; ปั๊มน้ำมัน 2 แห่ง; ศาลากลาง/ที่ว่าการ 1 แห่ง; ร้านสะดวกซื้อ 1 แห่ง; โรงเรียน 1 แห่ง,1,11,31,2887591,2492602,2629524,Mid-Range
ระยอง,Rayong Immigration,หน่วยงานรัฐ,12.7230528,101.1278875,2.0,1,"สวนสาธารณะเทศบาลเมืองมาบตาพุด (สวนสาธารณะ, 0.98km)",0,1,0,3,0,0,1,0,2,หน่วยงานรัฐ 3 แห่ง; โรงพยาบาล 3 แห่ง; ปั๊มน้ำมัน 2 แห่ง; ศาลากลาง/ที่ว่าการ 1 แห่ง; ร้านสะดวกซื้อ 1 แห่ง; โรงเรียน 1 แห่ง,1,11,31,2887591,2492602,2629524,Mid-Range
ระยอง,Rayong Immigration,หน่วยงานรัฐ,12.7240988,101.141135,2.0,0,ไม่มี,0,2,0,3,0,0,1,0,3,หน่วยงานรัฐ 3 แห่ง; โรงพยาบาล 3 แห่ง; ปั๊มน้ำมัน 3 แห่ง; ร้านสะดวกซื้อ 2 แห่ง; ศาลากลาง/ที่ว่าการ 1 แห่ง; โรงเรียน 1 แห่ง,0,13,30,2887591,2492602,2629524,Mid-Range
ระยอง,โรงพยาบาลมาบตาพุด,โรงพยาบาล,12.7183739,101.1264977,2.0,1,"สวนสาธารณะเทศบาลเมืองมาบตาพุด (สวนสาธารณะ, 1.43km)",0,0,0,3,0,0,1,0,1,หน่วยงานรัฐ 3 แห่ง; โรงพยาบาล 3 แห่ง; ศาลากลาง/ที่ว่าการ 1 แห่ง; โรงเรียน 1 แห่ง; ปั๊มน้ำมัน 1 แห่ง,1,9,27,2887591,2492602,2629524,Mid-Range
ระยอง,สถานีขนส่งผู้โดยสารจังหวัดระยอง แห่งที่2,สถานีขนส่ง,12.7014245,101.2158289,2.0,0,ไม่มี,0,2,1,1,0,1,0,0,5,ปั๊มน้ำมัน 5 แห่ง; ร้านสะดวกซื้อ 2 แห่ง; สถานีขนส่ง 1 แห่ง; โรงพยาบาล 1 แห่ง; ตลาด 1 แห่ง; ห้างสรรพสินค้า 1 แห่ง; ร้านขายยา 1 แห่ง,0,12,24,2887591,2492602,2629524,Mid-Range
ระยอง,ศูนย์การค้าแพชชั่น ช้อปปิ้งเดสติเนชั่น,ห้างสรรพสินค้า,12.6981372,101.1787427,2.0,0,ไม่มี,0,4,0,0,0,0,2,2,4,ร้านสะดวกซื้อ 4 แห่ง; ปั๊มน้ำมัน 4 แห่ง; ธนาคาร 2 แห่ง; โรงเรียน 2 แห่ง; หน่วยงานรัฐ 1 แห่ง; สถานีขนส่ง 1 แห่ง,0,14,24,2887591,2492602,2629524,Mid-Range
ระยอง,โรงพยาบาลมงกุฏระยอง,โรงพยาบาล,12.7332477,101.1577052,2.0,0,ไม่มี,0,3,0,1,1,0,0,2,2,ร้านสะดวกซื้อ 3 แห่ง; ธนาคาร 2 แห่ง; ปั๊มน้ำมัน 2 แห่ง; โรงพยาบาล 1 แห่ง; คลินิก 1 แห่ง,0,9,23,2887591,2492602,2629524,Mid-Range
ระยอง,มาบตาพุด,สถานีรถไฟ,12.6908417,101.1283275,2.0,0,ไม่มี,0,0,5,0,0,0,1,0,0,ตลาด 5 แห่ง; สถานีรถไฟ 1 แห่ง; โรงเรียน 1 แห่ง,0,7,16,2887591,2492602,2629524,Mid-Range
ระยอง,ขนส่งผู้โดยสารจังหวัดระยอง สถานี 1,สถานีขนส่ง,12.7007747,101.1441526,2.0,0,ไม่มี,0,1,0,0,0,1,1,0,0,ร้านสะดวกซื้อ 1 แห่ง; ร้านขายยา 1 แห่ง; โรงเรียน 1 แห่ง,0,3,8,2887591,2492602,2629524,Mid-Range
ระยอง,EOD,สนามบิน,12.658938,100.9973859,2.0,0,ไม่มี,0,2,0,0,0,0,0,0,0,ร้านสะดวกซื้อ 2 แห่ง,0,2,4,2887591,2492602,2629524,Mid-Range
ระยอง,คณะวิทยาศาสตร์ พลังงานและสิ่งแวดล้อม,มหาวิทยาลัย,12.8238327,101.2153613,2.0,0,ไม่มี,0,0,0,0,0,0,0,0,0,ไม่มี,0,0,0,2887591,2492602,2629524,Mid-Range
ระยอง,โลตัส ระยอง,ห้างสรรพสินค้า,12.6838462,101.1046615,2.0,0,ไม่มี,0,0,0,0,0,0,0,0,0,ไม่มี,0,0,0,2887591,2492602,2629524,Mid-Range
สุรินทร์,ศาลากลางจังหวัด สุรินทร์,ศาลากลาง/ที่ว่าการ,14.8822331,103.4921611,2.0,12,"Green Park (สวนสาธารณะ, 0.15km); สวนรัก (สวนสาธารณะ, 0.35km); อนุสาวรีย์พระยาสุรินทรภักดีศรีณรงค์จางวาง (ปุม) (อนุสาวรีย์/อนุสรณ์, 0.51km); Si Narong (สนามกีฬา, 0.97km); elephant (อนุสาวรีย์/อนุสรณ์, 0.99km); สวนเฉลิมพระเกียรติ จังหวัดสุรินทร์ (สวนใหม่) (สวนสาธารณะ, 1.38km); สวนสาธารณะหนองบัวเฉลิมพระเกียรติ (สวนสาธารณะ, 1.55km); Erawan (อนุสาวรีย์/อนุสรณ์, 1.58km); สวนใหม่ (สวนเฉลิมพระเกียรติ) (สวนสาธารณะ, 1.61km); สวนสาธารณะ สุรินทร์ (สวนสาธารณะ, 1.75km)",1,8,2,2,3,1,4,1,2,ร้านสะดวกซื้อ 8 แห่ง; โรงเรียน 4 แห่ง; คลินิก 3 แห่ง; สถานีขนส่ง 2 แห่ง; หน่วยงานรัฐ 2 แห่ง; โรงพยาบาล 2 แห่ง; สนามบิน 2 แห่ง; ตู้ATM 2 แห่ง; ตลาด 2 แห่ง; ซูเปอร์มาร์เก็ต 2 แห่ง; ปั๊มน้ำมัน 2 แห่ง; สถานีรถไฟ 1 แห่ง; ห้างสรรพสินค้า 1 แห่ง; ศาลากลาง/ที่ว่าการ 1 แห่ง; วิทยาลัย 1 แห่ง; ไฮเปอร์มาร์เก็ต 1 แห่ง; ธนาคาร 1 แห่ง; ร้านขายยา 1 แห่ง,12,38,138,3704947,3675483,4073130,Mid-Range
สุรินทร์,ที่ว่าการอำเภอเมือง จ.สุรินทร์,หน่วยงานรัฐ,14.8820394,103.4932273,2.0,10,"Green Park (สวนสาธารณะ, 0.07km); สวนรัก (สวนสาธารณะ, 0.38km); อนุสาวรีย์พระยาสุรินทรภักดีศรีณรงค์จางวาง (ปุม) (อนุสาวรีย์/อนุสรณ์, 0.56km); Si Narong (สนามกีฬา, 0.89km); elephant (อนุสาวรีย์/อนุสรณ์, 1.0km); สวนเฉลิมพระเกียรติ จังหวัดสุรินทร์ (สวนใหม่) (สวนสาธารณะ, 1.45km); Erawan (อนุสาวรีย์/อนุสรณ์, 1.5km); สวนใหม่ (สวนเฉลิมพระเกียรติ) (สวนสาธารณะ, 1.53km); สวนสาธารณะหนองบัวเฉลิมพระเกียรติ (สวนสาธารณะ, 1.66km); สวนสาธารณะ สุรินทร์ (สวนสาธารณะ, 1.86km)",1,8,2,2,1,1,4,1,2,ร้านสะดวกซื้อ 8 แห่ง; โรงเรียน 4 แห่ง; สถานีขนส่ง 2 แห่ง; หน่วยงานรัฐ 2 แห่ง; โรงพยาบาล 2 แห่ง; สนามบิน 2 แห่ง; ตู้ATM 2 แห่ง; ตลาด 2 แห่ง; ซูเปอร์มาร์เก็ต 2 แห่ง; ปั๊มน้ำมัน 2 แห่ง; สถานีรถไฟ 1 แห่ง; ห้างสรรพสินค้า 1 แห่ง; ศาลากลาง/ที่ว่าการ 1 แห่ง; วิทยาลัย 1 แห่ง; ไฮเปอร์มาร์เก็ต 1 แห่ง; ธนาคาร 1 แห่ง; คลินิก 1 แห่ง; ร้านขายยา 1 แห่ง,10,36,122,3704947,3675483,4073130,Mid-Range
สุรินทร์,วิทยาลัยเทคนิคสุรินทร์,วิทยาลัย,14.8784792,103.5010714,2.0,7,"Si Narong (สนามกีฬา, 0.58km); สวนใหม่ (สวนเฉลิมพระเกียรติ) (สวนสาธารณะ, 0.86km); Green Park (สวนสาธารณะ, 0.93km); Erawan (อนุสาวรีย์/อนุสรณ์, 0.93km); สวนรัก (สวนสาธารณะ, 1.04km); อนุสาวรีย์พระยาสุรินทรภักดีศรีณรงค์จางวาง (ปุม) (อนุสาวรีย์/อนุสรณ์, 1.23km); elephant (อนุสาวรีย์/อนุสรณ์, 1.59km)",2,7,2,2,1,1,4,1,1,ร้านสะดวกซื้อ 7 แห่ง; ตู้ATM 4 แห่ง; โรงเรียน 4 แห่ง; ซูเปอร์มาร์เก็ต 3 แห่ง; หน่วยงานรัฐ 2 แห่ง; โรงพยาบาล 2 แห่ง; สนามบิน 2 แห่ง; ไฮเปอร์มาร์เก็ต 2 แห่ง; ตลาด 2 แห่ง; สถานีขนส่ง 1 แห่ง; สถานีรถไฟ 1 แห่ง; ห้างสรรพสินค้า 1 แห่ง; ศาลากลาง/ที่ว่าการ 1 แห่ง; วิทยาลัย 1 แห่ง; ปั๊มน้ำมัน 1 แห่ง; ธนาคาร 1 แห่ง; คลินิก 1 แห่ง; ร้านขายยา 1 แห่ง,7,37,118,3704947,3675483,4073130,Mid-Range
สุรินทร์,Tourism Authority of Thailand,หน่วยงานรัฐ,14.884219,103.4986675,2.0,7,"Green Park (สวนสาธารณะ, 0.58km); elephant (อนุสาวรีย์/อนุสรณ์, 0.91km); สวนรัก (สวนสาธารณะ, 0.96km); Si Narong (สนามกีฬา, 1.04km); อนุสาวรีย์พระยาสุรินทรภักดีศรีณรงค์จางวาง (ปุม) (อนุสาวรีย์/อนุสรณ์, 1.17km); สวนใหม่ (สวนเฉลิมพระเกียรติ) (สวนสาธารณะ, 1.52km); Erawan (อนุสาวรีย์/อนุสรณ์, 1.56km)",2,8,2,1,1,1,4,1,2,ร้านสะดวกซื้อ 8 แห่ง; โรงเรียน 4 แห่ง; ซูเปอร์มาร์เก็ต 3 แห่ง; สถานีขนส่ง 2 แห่ง; หน่วยงานรัฐ 2 แห่ง; สนามบิน 2 แห่ง; ไฮเปอร์มาร์เก็ต 2 แห่ง; ตู้ATM 2 แห่ง; ตลาด 2 แห่ง; ปั๊มน้ำมัน 2 แห่ง; สถานีรถไฟ 1 แห่ง; ห้างสรรพสินค้า 1 แห่ง; โรงพยาบาล 1 แห่ง; ศาลากลาง/ที่ว่าการ 1 แห่ง; วิทยาลัย 1 แห่ง; ธนาคาร 1 แห่ง; คลินิก 1 แห่ง; ร้านขายยา 1 แห่ง,7,37,110,3704947,3675483,4073130,Mid-Range
สุรินทร์,Surin Province Bus Station,สถานีขนส่ง,14.8891391,103.4966069,2.0,7,"elephant (อนุสาวรีย์/อนุสรณ์, 0.36km); Green Park (สวนสาธารณะ, 0.8km); สวนรัก (สวนสาธารณะ, 1.24km); อนุสาวรีย์พระยาสุรินทรภักดีศรีณรงค์จางวาง (ปุม) (อนุสาวรีย์/อนุสรณ์, 1.41km); Si Narong (สนามกีฬา, 1.58km); สวนสาธารณะหนองบัวเฉลิมพระเกียรติ (สวนสาธารณะ, 1.84km); สวนสาธารณะ สุรินทร์ (สวนสาธารณะ, 1.92km)",1,8,2,1,1,1,4,1,2,ร้านสะดวกซื้อ 8 แห่ง; โรงเรียน 4 แห่ง; สถานีขนส่ง 2 แห่ง; หน่วยงานรัฐ 2 แห่ง; ตู้ATM 2 แห่ง; ตลาด 2 แห่ง; ซูเปอร์มาร์เก็ต 2 แห่ง; ปั๊มน้ำมัน 2 แห่ง; สถานีรถไฟ 1 แห่ง; ห้างสรรพสินค้า 1 แห่ง; โรงพยาบาล 1 แห่ง; ศาลากลาง/ที่ว่าการ 1 แห่ง; วิทยาลัย 1 แห่ง; ไฮเปอร์มาร์เก็ต 1 แห่ง; ธนาคาร 1 แห่ง; สนามบิน 1 แห่ง; คลินิก 1 แห่ง; ร้านขายยา 1 แห่ง,7,34,99,3704947,3675483,4073130,Mid-Range
สุรินทร์,สุรินทร์,สถานีรถไฟ,14.8915918,103.4939967,2.0,7,"elephant (อนุสาวรีย์/อนุสรณ์, 0.07km); Green Park (สวนสาธารณะ, 1.01km); สวนรัก (สวนสาธารณะ, 1.41km); อนุสาวรีย์พระยาสุรินทรภักดีศรีณรงค์จางวาง (ปุม) (อนุสาวรีย์/อนุสรณ์, 1.54km); สวนสาธารณะหนองบัวเฉลิมพระเกียรติ (สวนสาธารณะ, 1.58km); สวนสาธารณะ สุรินทร์ (สวนสาธารณะ, 1.63km); Si Narong (สนามกีฬา, 1.88km)",1,8,2,1,1,0,4,1,2,ร้านสะดวกซื้อ 8 แห่ง; โรงเรียน 4 แห่ง; สถานีขนส่ง 2 แห่ง; หน่วยงานรัฐ 2 แห่ง; ตู้ATM 2 แห่ง; ตลาด 2 แห่ง; ซูเปอร์มาร์เก็ต 2 แห่ง; ปั๊มน้ำมัน 2 แห่ง; สถานีรถไฟ 1 แห่ง; ห้างสรรพสินค้า 1 แห่ง; โรงพยาบาล 1 แห่ง; ศาลากลาง/ที่ว่าการ 1 แห่ง; วิทยาลัย 1 แห่ง; ไฮเปอร์มาร์เก็ต 1 แห่ง; ธนาคาร 1 แห่ง; คลินิก 1 แห่ง,7,32,97,3704947,3675483,4073130,Mid-Range
สุรินทร์,เพชรเกษมพลาช่า,ห้างสรรพสินค้า,14.8887118,103.49439,2.0,7,"elephant (อนุสาวรีย์/อนุสรณ์, 0.26km); Green Park (สวนสาธารณะ, 0.69km); สวนรัก (สวนสาธารณะ, 1.11km); อนุสาวรีย์พระยาสุรินทรภักดีศรีณรงค์จางวาง (ปุม) (อนุสาวรีย์/อนุสรณ์, 1.26km); Si Narong (สนามกีฬา, 1.56km); สวนสาธารณะหนองบัวเฉลิมพระเกียรติ (สวนสาธารณะ, 1.6km); สวนสาธารณะ สุรินทร์ (สวนสาธารณะ, 1.69km)",1,8,2,1,1,0,4,1,2,ร้านสะดวกซื้อ 8 แห่ง; โรงเรียน 4 แห่ง; สถานีขนส่ง 2 แห่ง; หน่วยงานรัฐ 2 แห่ง; ตู้ATM 2 แห่ง; ตลาด 2 แห่ง; ซูเปอร์มาร์เก็ต 2 แห่ง; ปั๊มน้ำมัน 2 แห่ง; สถานีรถไฟ 1 แห่ง; ห้างสรรพสินค้า 1 แห่ง; โรงพยาบาล 1 แห่ง; ศาลากลาง/ที่ว่าการ 1 แห่ง; วิทยาลัย 1 แห่ง; ไฮเปอร์มาร์เก็ต 1 แห่ง; ธนาคาร 1 แห่ง; สนามบิน 1 แห่ง; คลินิก 1 แห่ง,7,33,97,3704947,3675483,4073130,Mid-Range
สุรินทร์,โรงพยาบาลสุรินทร์,โรงพยาบาล,14.8765262,103.503433,2.0,7,"สวนใหม่ (สวนเฉลิมพระเกียรติ) (สวนสาธารณะ, 0.68km); Si Narong (สนามกีฬา, 0.7km); Erawan (อนุสาวรีย์/อนุสรณ์, 0.79km); Green Park (สวนสาธารณะ, 1.26km); สวนรัก (สวนสาธารณะ, 1.33km); อนุสาวรีย์พระยาสุรินทรภักดีศรีณรงค์จางวาง (ปุม) (อนุสาวรีย์/อนุสรณ์, 1.5km); elephant (อนุสาวรีย์/อนุสรณ์, 1.91km)",1,3,2,1,1,1,3,1,1,ตู้ATM 4 แห่ง; ร้านสะดวกซื้อ 3 แห่ง; โรงเรียน 3 แห่ง; หน่วยงานรัฐ 2 แห่ง; สนามบิน 2 แห่ง; ซูเปอร์มาร์เก็ต 2 แห่ง; ตลาด 2 แห่ง; สถานีขนส่ง 1 แห่ง; สถานีรถไฟ 1 แห่ง; ห้างสรรพสินค้า 1 แห่ง; โรงพยาบาล 1 แห่ง; ศาลากลาง/ที่ว่าการ 1 แห่ง; วิทยาลัย 1 แห่ง; ไฮเปอร์มาร์เก็ต 1 แห่ง; ปั๊มน้ำมัน 1 แห่ง; ธนาคาร 1 แห่ง; คลินิก 1 แห่ง; ร้านขายยา 1 แห่ง,7,29,95,3704947,3675483,4073130,Mid-Range
สุรินทร์,สวนสาธารณะเฉลิมฉลอง 80 พรรษา พระบาทสมเด็จพระเจ้าอยู่หัวฯ,สนามบิน,14.871609,103.4973612,2.0,8,"Erawan (อนุสาวรีย์/อนุสรณ์, 0.32km); Si Narong (สนามกีฬา, 0.37km); สวนใหม่ (สวนเฉลิมพระเกียรติ) (สวนสาธารณะ, 0.43km); สวนรัก (สวนสาธารณะ, 1.06km); อนุสาวรีย์พระยาสุรินทรภักดีศรีณรงค์จางวาง (ปุม) (อนุสาวรีย์/อนุสรณ์, 1.12km); Green Park (สวนสาธารณะ, 1.29km); สวนเฉลิมพระเกียรติ จังหวัดสุรินทร์ (สวนใหม่) (สวนสาธารณะ, 1.58km); Commemoration of Princess Mothers Health Garden (สวนสาธารณะ, 1.62km)",1,1,1,2,1,1,3,0,1,โรงเรียน 3 แห่ง; หน่วยงานรัฐ 2 แห่ง; โรงพยาบาล 2 แห่ง; สถานีขนส่ง 1 แห่ง; ห้างสรรพสินค้า 1 แห่ง; มหาวิทยาลัย 1 แห่ง; ศาลากลาง/ที่ว่าการ 1 แห่ง; สนามบิน 1 แห่ง; วิทยาลัย 1 แห่ง; ซูเปอร์มาร์เก็ต 1 แห่ง; ไฮเปอร์มาร์เก็ต 1 แห่ง; ร้านสะดวกซื้อ 1 แห่ง; ตู้ATM 1 แห่ง; ตลาด 1 แห่ง; ปั๊มน้ำมัน 1 แห่ง; คลินิก 1 แห่ง; ร้านขายยา 1 แห่ง,8,21,93,3704947,3675483,4073130,Mid-Range
สุรินทร์,โรงพยาบาลค่ายวีรวัฒน์โยธิน,โรงพยาบาล,14.8705053,103.4854174,2.0,9,"สวนเฉลิมพระเกียรติ จังหวัดสุรินทร์ (สวนใหม่) (สวนสาธารณะ, 0.45km); Commemoration of Princess Mothers Health Garden (สวนสาธารณะ, 0.5km); อนุสาวรีย์พระยาสุรินทรภักดีศรีณรงค์จางวาง (ปุม) (อนุสาวรีย์/อนุสรณ์, 0.98km); Sport Campus (ศูนย์กีฬา, 1.14km); สวนรัก (สวนสาธารณะ, 1.16km); Si Narong (สนามกีฬา, 1.35km); Erawan (อนุสาวรีย์/อนุสรณ์, 1.57km); Green Park (สวนสาธารณะ, 1.6km); สวนใหม่ (สวนเฉลิมพระเกียรติ) (สวนสาธารณะ, 1.7km)",0,3,3,1,1,0,3,0,1,ร้านสะดวกซื้อ 3 แห่ง; โรงเรียน 3 แห่ง; ตลาด 3 แห่ง; สนามบิน 2 แห่ง; หน่วยงานรัฐ 1 แห่ง; โรงพยาบาล 1 แห่ง; มหาวิทยาลัย 1 แห่ง; ศาลากลาง/ที่ว่าการ 1 แห่ง; วิทยาลัย 1 แห่ง; ซูเปอร์มาร์เก็ต 1 แห่ง; ปั๊มน้ำมัน 1 แห่ง; คลินิก 1 แห่ง,9,19,91,3704947,3675483,4073130,Mid-Range
สุรินทร์,ท่าอากาศยานสุรินทร์ภักดี,สนามบิน,14.8675541,103.4976195,2.0,9,"Erawan (อนุสาวรีย์/อนุสรณ์, 0.39km); สวนใหม่ (สวนเฉลิมพระเกียรติ) (สวนสาธารณะ, 0.53km); Si Narong (สนามกีฬา, 0.82km); สวนรัก (สวนสาธารณะ, 1.45km); อนุสาวรีย์พระยาสุรินทรภักดีศรีณรงค์จางวาง (ปุม) (อนุสาวรีย์/อนุสรณ์, 1.48km); Commemoration of Princess Mothers Health Garden (สวนสาธารณะ, 1.56km); Green Park (สวนสาธารณะ, 1.73km); สวนเฉลิมพระเกียรติ จังหวัดสุรินทร์ (สวนใหม่) (สวนสาธารณะ, 1.73km); Sport Campus (ศูนย์กีฬา, 1.9km)",1,0,0,2,1,1,3,0,0,โรงเรียน 3 แห่ง; หน่วยงานรัฐ 2 แห่ง; โรงพยาบาล 2 แห่ง; สนามบิน 2 แห่ง; มหาวิทยาลัย 1 แห่ง; ศาลากลาง/ที่ว่าการ 1 แห่ง; วิทยาลัย 1 แห่ง; ซูเปอร์มาร์เก็ต 1 แห่ง; ไฮเปอร์มาร์เก็ต 1 แห่ง; ตู้ATM 1 แห่ง; คลินิก 1 แห่ง; ร้านขายยา 1 แห่ง,9,17,90,3704947,3675483,4073130,Mid-Range
สุรินทร์,แหลมทองพาณิชย์,ไฮเปอร์มาร์เก็ต,14.8896205,103.4746461,2.0,4,"Saran water park (สถานที่ท่องเที่ยว, 0.07km); สวนสาธารณะ สุรินทร์ (สวนสาธารณะ, 0.49km); สวนสาธารณะหนองบัวเฉลิมพระเกียรติ (สวนสาธารณะ, 0.53km); สวนเฉลิมพระเกียรติ จังหวัดสุรินทร์ (สวนใหม่) (สวนสาธารณะ, 1.98km)",4,4,2,0,3,2,2,0,1,ไฮเปอร์มาร์เก็ต 4 แห่ง; ร้านสะดวกซื้อ 4 แห่ง; คลินิก 3 แห่ง; ตลาด 2 แห่ง; ซูเปอร์มาร์เก็ต 2 แห่ง; โรงเรียน 2 แห่ง; ร้านขายยา 2 แห่ง; ปั๊มน้ำมัน 1 แห่ง,4,20,81,3704947,3675483,4073130,Mid-Range
สุรินทร์,Lotus's go fresh โลตัส โกเฟรช ซูเปอร์มาร์เก็ต สุรินทร์พลาซ่า,ไฮเปอร์มาร์เก็ต,14.8905098,103.4719838,2.0,3,"Saran water park (สถานที่ท่องเที่ยว, 0.37km); สวนสาธารณะ สุรินทร์ (สวนสาธารณะ, 0.75km); สวนสาธารณะหนองบัวเฉลิมพระเกียรติ (สวนสาธารณะ, 0.83km)",3,3,1,0,2,3,2,0,1,ไฮเปอร์มาร์เก็ต 3 แห่ง; ร้านสะดวกซื้อ 3 แห่ง; ร้านขายยา 3 แห่ง; ซูเปอร์มาร์เก็ต 2 แห่ง; โรงเรียน 2 แห่ง; คลินิก 2 แห่ง; ปั๊มน้ำมัน 1 แห่ง; ตลาด 1 แห่ง,3,17,69,3704947,3675483,4073130,Mid-Range
สุรินทร์,โลตัส สุรินทร์,ไฮเปอร์มาร์เก็ต,14.8798798,103.469148,2.0,5,"Saran water park (สถานที่ท่องเที่ยว, 1.23km); สวนสาธารณะหนองบัวเฉลิมพระเกียรติ (สวนสาธารณะ, 1.51km); สวนสุขภาพเทิดพระเกียรติสมเด็จย่า (สวนสาธารณะ, 1.6km); สวนเฉลิมพระเกียรติ จังหวัดสุรินทร์ (สวนใหม่) (สวนสาธารณะ, 1.62km); สวนสาธารณะ สุรินทร์ (สวนสาธารณะ, 1.65km)",2,1,0,0,3,3,1,0,0,คลินิก 3 แห่ง; ร้านขายยา 3 แห่ง; ไฮเปอร์มาร์เก็ต 2 แห่ง; ร้านสะดวกซื้อ 1 แห่ง; โรงเรียน 1 แห่ง,5,10,62,3704947,3675483,4073130,Mid-Range
