province,zone_anchor,anchor_category,lat,lon,radius_km,nearby_iconic_count,nearby_iconic_list,hypermarkets,convenience_stores,markets,hospitals,clinics,pharmacies,schools,banks,gas_stations,daily_life_summary,total_layer2_nearby,total_layer3_nearby,livability_score,median_house_price,median_condo_price,median_townhse_price,price_tier
ขอนแก่น,แฟรี่พลาซ่า,ห้างสรรพสินค้า,16.4232383,102.8339035,2.0,31,"Night Market (สถานที่ท่องเที่ยว, 0.27km); Night Market (สถานที่ท่องเที่ยว, 0.4km); อนุสาวรีย์ พระนครศรีบริรักษ์ (อนุสาวรีย์/อนุสรณ์, 0.52km); โฮงมูนมังเมืองขอนแกน (พิพิธภัณฑ์, 0.68km); Hugz Mall (สถานที่ท่องเที่ยว, 0.98km); อนุสาวรีย์ประชาธิปไตย (อนุสาวรีย์/อนุสรณ์, 1.01km); หนองสระพัง (สวนสาธารณะ, 1.03km); หนองสระพัง (สวนสาธารณะ, 1.03km); PLซีฟู๊ด (บึง/ทะเลสาบ, 1.05km); อาคารปิงปอง (สนามกีฬา, 1.19km)",4,56,13,8,36,40,26,50,11,ร้านสะดวกซื้อ 56 แห่ง; ธนาคาร 50 แห่ง; ร้านขายยา 40 แห่ง; ตู้ATM 40 แห่ง; คลินิก 36 แห่ง; โรงเรียน 26 แห่ง; ตลาด 13 แห่ง; ปั๊มน้ำมัน 11 แห่ง; โรงพยาบาล 8 แห่ง; ห้างสรรพสินค้า 8 แห่ง; ซูเปอร์มาร์เก็ต 8 แห่ง; วิทยาลัย 4 แห่ง; ไฮเปอร์มาร์เก็ต 4 แห่ง; หน่วยงานรัฐ 4 แห่ง; สถานีขนส่ง 3 แห่ง; มหาวิทยาลัย 2 แห่ง; สถานีรถไฟ 1 แห่ง; ศาลากลาง/ที่ว่าการ 1 แห่ง; โรงเรียนอนุบาล 1 แห่ง,31,316,262,3800149,2259134,1037831,Mid-Range
ขอนแก่น,Lotus's,ไฮเปอร์มาร์เก็ต,16.4232718,102.833852,2.0,31,"Night Market (สถานที่ท่องเที่ยว, 0.27km); Night Market (สถานที่ท่องเที่ยว, 0.4km); อนุสาวรีย์ พระนครศรีบริรักษ์ (อนุสาวรีย์/อนุสรณ์, 0.52km); โฮงมูนมังเมืองขอนแกน (พิพิธภัณฑ์, 0.69km); Hugz Mall (สถานที่ท่องเที่ยว, 0.97km); อนุสาวรีย์ประชาธิปไตย (อนุสาวรีย์/อนุสรณ์, 1.0km); หนองสระพัง (สวนสาธารณะ, 1.03km); หนองสระพัง (สวนสาธารณะ, 1.03km); PLซีฟู๊ด (บึง/ทะเลสาบ, 1.06km); อาคารปิงปอง (สนามกีฬา, 1.19km)",4,56,13,8,36,40,26,50,11,ร้านสะดวกซื้อ 56 แห่ง; ธนาคาร 50 แห่ง; ร้านขายยา 40 แห่ง; ตู้ATM 40 แห่ง; คลินิก 36 แห่ง; โรงเรียน 26 แห่ง; ตลาด 13 แห่ง; ปั๊มน้ำมัน 11 แห่ง; โรงพยาบาล 8 แห่ง; ห้างสรรพสินค้า 8 แห่ง; ซูเปอร์มาร์เก็ต 8 แห่ง; วิทยาลัย 4 แห่ง; ไฮเปอร์มาร์เก็ต 4 แห่ง; หน่วยงานรัฐ 4 แห่ง; สถานีขนส่ง 3 แห่ง; มหาวิทยาลัย 2 แห่ง; สถานีรถไฟ 1 แห่ง; ศาลากลาง/ที่ว่าการ 1 แห่ง; โรงเรียนอนุบาล 1 แห่ง,31,316,262,3800149,2259134,1037831,Mid-Range
ขอนแก่น,สำนักงานเทศบาลนครขอนแก่น,หน่วยงานรัฐ,16.4297599,102.8296588,2.0,29,"อนุสาวรีย์ประชาธิปไตย (อนุสาวรีย์/อนุสรณ์, 0.16km); Hugz Mall (สถานที่ท่องเที่ยว, 0.23km); หนองสระพัง (สวนสาธารณะ, 0.48km); หนองสระพัง (สวนสาธารณะ, 0.48km); ประตูเมือง ขอนแก่น (ประตูเมือง, 0.54km); ประตูเมือง ขอนแก่น (ประตูเมือง, 0.54km); ประตูเมือง ขอนแก่น (ประตูเมือง, 0.54km); สวนประตูเมือง (สวนสาธารณะ, 0.56km); Night Market (สถานที่ท่องเที่ยว, 0.68km); Night Market (สถานที่ท่องเที่ยว, 1.2km)",4,50,11,5,36,37,21,54,10,ธนาคาร 54 แห่ง; ร้านสะดวกซื้อ 50 แห่ง; ร้านขายยา 37 แห่ง; คลินิก 36 แห่ง; ตู้ATM 34 แห่ง; โรงเรียน 21 แห่ง; ห้างสรรพสินค้า 11 แห่ง; ตลาด 11 แห่ง; ปั๊มน้ำมัน 10 แห่ง; ซูเปอร์มาร์เก็ต 8 แห่ง; โรงพยาบาล 5 แห่ง; หน่วยงานรัฐ 5 แห่ง; วิทยาลัย 4 แห่ง; ไฮเปอร์มาร์เก็ต 4 แห่ง; ศาลากลาง/ที่ว่าการ 4 แห่ง; สถานีขนส่ง 3 แห่ง; มหาวิทยาลัย 2 แห่ง; สถานีรถไฟ 1 แห่ง; โรงเรียนอนุบาล 1 แห่ง,29,301,252,3800149,2259134,1037831,Mid-Range
ขอนแก่น,เซนทรัล,ห้างสรรพสินค้า,16.433502,102.826228,2.0,28,"ประตูเมือง ขอนแก่น (ประตูเมือง, 0.2km); ประตูเมือง ขอนแก่น (ประตูเมือง, 0.21km); ประตูเมือง ขอนแก่น (ประตูเมือง, 0.22km); สวนประตูเมือง (สวนสาธารณะ, 0.39km); อนุสาวรีย์ประชาธิปไตย (อนุสาวรีย์/อนุสรณ์, 0.41km); Hugz Mall (สถานที่ท่องเที่ยว, 0.54km); หนองสระพัง (สวนสาธารณะ, 0.74km); หนองสระพัง (สวนสาธารณะ, 0.74km); อนุสาวรีย์ จอมพลสฤษดิ์ ธนรัชต์ (อนุสาวรีย์/อนุสรณ์, 1.17km); สวนรัชดานุสรณ์ (สวนสาธารณะ, 1.21km)",4,40,10,6,35,28,18,54,9,ธนาคาร 54 แห่ง; ร้านสะดวกซื้อ 40 แห่ง; คลินิก 35 แห่ง; ตู้ATM 32 แห่ง; ร้านขายยา 28 แห่ง; โรงเรียน 18 แห่ง; ห้างสรรพสินค้า 11 แห่ง; ตลาด 10 แห่ง; ปั๊มน้ำมัน 9 แห่ง; ซูเปอร์มาร์เก็ต 8 แห่ง; โรงพยาบาล 6 แห่ง; ไฮเปอร์มาร์เก็ต 4 แห่ง; ศาลากลาง/ที่ว่าการ 4 แห่ง; สถานีขนส่ง 3 แห่ง; หน่วยงานรัฐ 3 แห่ง; มหาวิทยาลัย 2 แห่ง; วิทยาลัย 2 แห่ง; สถานีรถไฟ 1 แห่ง,28,270,247,3800149,2259134,1037831,Mid-Range
ขอนแก่น,เซ็นทรัลพลาซา,ห้างสรรพสินค้า,16.433781,102.8255475,2.0,28,"ประตูเมือง ขอนแก่น (ประตูเมือง, 0.2km); ประตูเมือง ขอนแก่น (ประตูเมือง, 0.21km); ประตูเมือง ขอนแก่น (ประตูเมือง, 0.22km); สวนประตูเมือง (สวนสาธารณะ, 0.39km); อนุสาวรีย์ประชาธิปไตย (อนุสาวรีย์/อนุสรณ์, 0.49km); Hugz Mall (สถานที่ท่องเที่ยว, 0.62km); หนองสระพัง (สวนสาธารณะ, 0.82km); หนองสระพัง (สวนสาธารณะ, 0.82km); อนุสาวรีย์ จอมพลสฤษดิ์ ธนรัชต์ (อนุสาวรีย์/อนุสรณ์, 1.21km); สวนรัชดานุสรณ์ (สวนสาธารณะ, 1.25km)",4,39,9,6,35,28,17,54,9,ธนาคาร 54 แห่ง; ร้านสะดวกซื้อ 39 แห่ง; คลินิก 35 แห่ง; ตู้ATM 32 แห่ง; ร้านขายยา 28 แห่ง; โรงเรียน 17 แห่ง; ห้างสรรพสินค้า 11 แห่ง; ตลาด 9 แห่ง; ปั๊มน้ำมัน 9 แห่ง; ซูเปอร์มาร์เก็ต 8 แห่ง; โรงพยาบาล 6 แห่ง; ไฮเปอร์มาร์เก็ต 4 แห่ง; ศาลากลาง/ที่ว่าการ 4 แห่ง; สถานีขนส่ง 3 แห่ง; หน่วยงานรัฐ 3 แห่ง; มหาวิทยาลัย 3 แห่ง; วิทยาลัย 2 แห่ง; สถานีรถไฟ 1 แห่ง,28,268,247,3800149,2259134,1037831,Mid-Range
ขอนแก่น,โรบินสัน,ห้างสรรพสินค้า,16.4337702,102.826228,2.0,28,"ประตูเมือง ขอนแก่น (ประตูเมือง, 0.23km); ประตูเมือง ขอนแก่น (ประตูเมือง, 0.24km); ประตูเมือง ขอนแก่น (ประตูเมือง, 0.24km); สวนประตูเมือง (สวนสาธารณะ, 0.42km); อนุสาวรีย์ประชาธิปไตย (อนุสาวรีย์/อนุสรณ์, 0.43km); Hugz Mall (สถานที่ท่องเที่ยว, 0.55km); หนองสระพัง (สวนสาธารณะ, 0.75km); หนองสระพัง (สวนสาธารณะ, 0.75km); อนุสาวรีย์ จอมพลสฤษดิ์ ธนรัชต์ (อนุสาวรีย์/อนุสรณ์, 1.15km); สวนรัชดานุสรณ์ (สวนสาธารณะ, 1.19km)",4,40,9,6,35,28,17,54,9,ธนาคาร 54 แห่ง; ร้านสะดวกซื้อ 40 แห่ง; คลินิก 35 แห่ง; ตู้ATM 32 แห่ง; ร้านขายยา 28 แห่ง; โรงเรียน 17 แห่ง; ห้างสรรพสินค้า 11 แห่ง; ตลาด 9 แห่ง; ปั๊มน้ำมัน 9 แห่ง; ซูเปอร์มาร์เก็ต 8 แห่ง; โรงพยาบาล 6 แห่ง; ไฮเปอร์มาร์เก็ต 4 แห่ง; ศาลากลาง/ที่ว่าการ 4 แห่ง; สถานีขนส่ง 3 แห่ง; หน่วยงานรัฐ 3 แห่ง; มหาวิทยาลัย 2 แห่ง; วิทยาลัย 2 แห่ง; สถานีรถไฟ 1 แห่ง,28,268,247,3800149,2259134,1037831,Mid-Range
ขอนแก่น,ขอนแก่น,สถานีรถไฟ,16.4268083,102.8256655,2.0,27,"สวนประตูเมือง (สวนสาธารณะ, 0.42km); ประตูเมือง ขอนแก่น (ประตูเมือง, 0.56km); ประตูเมือง ขอนแก่น (ประตูเมือง, 0.57km); ประตูเมือง ขอนแก่น (ประตูเมือง, 0.58km); อนุสาวรีย์ประชาธิปไตย (อนุสาวรีย์/อนุสรณ์, 0.61km); Hugz Mall (สถานที่ท่องเที่ยว, 0.76km); Night Market (สถานที่ท่องเที่ยว, 0.93km); หนองสระพัง (สวนสาธารณะ, 1.01km); หนองสระพัง (สวนสาธารณะ, 1.01km); หอศิลป์ (สวนสาธารณะ, 1.17km)",4,47,11,4,36,37,20,54,11,ธนาคาร 54 แห่ง; ร้านสะดวกซื้อ 47 แห่ง; ร้านขายยา 37 แห่ง; คลินิก 36 แห่ง; ตู้ATM 32 แห่ง; โรงเรียน 20 แห่ง; ปั๊มน้ำมัน 11 แห่ง; ตลาด 11 แห่ง; ห้างสรรพสินค้า 10 แห่ง; ซูเปอร์มาร์เก็ต 8 แห่ง; โรงพยาบาล 4 แห่ง; ไฮเปอร์มาร์เก็ต 4 แห่ง; สถานีขนส่ง 3 แห่ง; หน่วยงานรัฐ 3 แห่ง; วิทยาลัย 3 แห่ง; มหาวิทยาลัย 2 แห่ง; สถานีรถไฟ 1 แห่ง; ศาลากลาง/ที่ว่าการ 1 แห่ง; โรงเรียนอนุบาล 1 แห่ง,27,288,242,3800149,2259134,1037831,Mid-Range
ขอนแก่น,เซนโทซ่า,ห้างสรรพสินค้า,16.4287781,102.8351928,2.0,27,"Night Market (สถานที่ท่องเที่ยว, 0.36km); หนองสระพัง (สวนสาธารณะ, 0.47km); หนองสระพัง (สวนสาธารณะ, 0.47km); Hugz Mall (สถานที่ท่องเที่ยว, 0.56km); อนุสาวรีย์ประชาธิปไตย (อนุสาวรีย์/อนุสรณ์, 0.69km); Night Market (สถานที่ท่องเที่ยว, 0.8km); อนุสาวรีย์ พระนครศรีบริรักษ์ (อนุสาวรีย์/อนุสรณ์, 1.0km); โฮงมูนมังเมืองขอนแกน (พิพิธภัณฑ์, 1.1km); ประตูเมือง ขอนแก่น (ประตูเมือง, 1.13km); ประตูเมือง ขอนแก่น (ประตูเมือง, 1.13km)",4,60,10,7,37,38,26,54,11,ร้านสะดวกซื้อ 60 แห่ง; ธนาคาร 54 แห่ง; ตู้ATM 39 แห่ง; ร้านขายยา 38 แห่ง; คลินิก 37 แห่ง; โรงเรียน 26 แห่ง; ปั๊มน้ำมัน 11 แห่ง; ตลาด 10 แห่ง; ห้างสรรพสินค้า 9 แห่ง; โรงพยาบาล 7 แห่ง; ซูเปอร์มาร์เก็ต 7 แห่ง; หน่วยงานรัฐ 5 แห่ง; วิทยาลัย 4 แห่ง; ไฮเปอร์มาร์เก็ต 4 แห่ง; ศาลากลาง/ที่ว่าการ 4 แห่ง; สถานีขนส่ง 3 แห่ง; สถานีรถไฟ 1 แห่ง; มหาวิทยาลัย 1 แห่ง; โรงเรียนอนุบาล 1 แห่ง,27,321,242,3800149,2259134,1037831,Mid-Range
ขอนแก่น,โรงพยาบาลขอนแก่นราม,โรงพยาบาล,16.433636,102.8210662,2.0,27,"ประตูเมือง ขอนแก่น (ประตูเมือง, 0.47km); ประตูเมือง ขอนแก่น (ประตูเมือง, 0.47km); ประตูเมือง ขอนแก่น (ประตูเมือง, 0.48km); สวนประตูเมือง (สวนสาธารณะ, 0.51km); อนุสาวรีย์ประชาธิปไตย (อนุสาวรีย์/อนุสรณ์, 0.91km); Hugz Mall (สถานที่ท่องเที่ยว, 1.07km); บึงศรีฐาน (บึง/ทะเลสาบ, 1.21km); หนองสระพัง (สวนสาธารณะ, 1.29km); หนองสระพัง (สวนสาธารณะ, 1.29km); สวนสาธารณะบึงสีฐาน (สวนสาธารณะ, 1.38km)",4,30,9,6,27,25,17,50,8,ธนาคาร 50 แห่ง; ร้านสะดวกซื้อ 30 แห่ง; ตู้ATM 29 แห่ง; คลินิก 27 แห่ง; ร้านขายยา 25 แห่ง; โรงเรียน 17 แห่ง; ห้างสรรพสินค้า 11 แห่ง; ตลาด 9 แห่ง; ปั๊มน้ำมัน 8 แห่ง; ซูเปอร์มาร์เก็ต 8 แห่ง; โรงพยาบาล 6 แห่ง; มหาวิทยาลัย 4 แห่ง; ไฮเปอร์มาร์เก็ต 4 แห่ง; ศาลากลาง/ที่ว่าการ 4 แห่ง; สถานีขนส่ง 3 แห่ง; หน่วยงานรัฐ 3 แห่ง; วิทยาลัย 2 แห่ง; สถานีรถไฟ 1 แห่ง,27,241,242,3800149,2259134,1037831,Mid-Range
ขอนแก่น,โรงพยาบาลราชพฤกษ์,โรงพยาบาล,16.4353594,102.824182,2.0,27,"ประตูเมือง ขอนแก่น (ประตูเมือง, 0.39km); ประตูเมือง ขอนแก่น (ประตูเมือง, 0.4km); ประตูเมือง ขอนแก่น (ประตูเมือง, 0.4km); สวนประตูเมือง (สวนสาธารณะ, 0.55km); อนุสาวรีย์ประชาธิปไตย (อนุสาวรีย์/อนุสรณ์, 0.71km); Hugz Mall (สถานที่ท่องเที่ยว, 0.83km); หนองสระพัง (สวนสาธารณะ, 1.0km); หนองสระพัง (สวนสาธารณะ, 1.0km); บึงศรีฐาน (บึง/ทะเลสาบ, 1.2km); อนุสาวรีย์ จอมพลสฤษดิ์ ธนรัชต์ (อนุสาวรีย์/อนุสรณ์, 1.28km)",4,37,8,6,32,27,16,51,10,ธนาคาร 51 แห่ง; ร้านสะดวกซื้อ 37 แห่ง; คลินิก 32 แห่ง; ตู้ATM 30 แห่ง; ร้านขายยา 27 แห่ง; โรงเรียน 16 แห่ง; ห้างสรรพสินค้า 11 แห่ง; ปั๊มน้ำมัน 10 แห่ง; ตลาด 8 แห่ง; ซูเปอร์มาร์เก็ต 8 แห่ง; มหาวิทยาลัย 6 แห่ง; โรงพยาบาล 6 แห่ง; ไฮเปอร์มาร์เก็ต 4 แห่ง; ศาลากลาง/ที่ว่าการ 4 แห่ง; หน่วยงานรัฐ 4 แห่ง; สถานีขนส่ง 3 แห่ง; วิทยาลัย 2 แห่ง; สถานีรถไฟ 1 แห่ง,27,260,242,3800149,2259134,1037831,Mid-Range
ขอนแก่น,เซนโทซ่า,ห้างสรรพสินค้า,16.4398857,102.8249813,2.0,26,"ประตูเมือง ขอนแก่น (ประตูเมือง, 0.88km); ประตูเมือง ขอนแก่น (ประตูเมือง, 0.89km); ประตูเมือง ขอนแก่น (ประตูเมือง, 0.89km); บึงศรีฐาน (บึง/ทะเลสาบ, 0.94km); สวนประตูเมือง (สวนสาธารณะ, 1.05km); อนุสาวรีย์ประชาธิปไตย (อนุสาวรีย์/อนุสรณ์, 1.07km); สวนสาธารณะบึงสีฐาน (สวนสาธารณะ, 1.09km); Hugz Mall (สถานที่ท่องเที่ยว, 1.12km); อนุสาวรีย์ จอมพลสฤษดิ์ ธนรัชต์ (อนุสาวรีย์/อนุสรณ์, 1.13km); สวนรัชดานุสรณ์ (สวนสาธารณะ, 1.14km)",2,28,10,6,29,23,13,45,10,ธนาคาร 45 แห่ง; คลินิก 29 แห่ง; ร้านสะดวกซื้อ 28 แห่ง; ตู้ATM 27 แห่ง; ร้านขายยา 23 แห่ง; โรงเรียน 13 แห่ง; ห้างสรรพสินค้า 10 แห่ง; ปั๊มน้ำมัน 10 แห่ง; ตลาด 10 แห่ง; ซูเปอร์มาร์เก็ต 7 แห่ง; มหาวิทยาลัย 6 แห่ง; โรงพยาบาล 6 แห่ง; ศาลากลาง/ที่ว่าการ 4 แห่ง; หน่วยงานรัฐ 4 แห่ง; สถานีขนส่ง 3 แห่ง; ไฮเปอร์มาร์เก็ต 2 แห่ง; วิทยาลัย 2 แห่ง; สถานีรถไฟ 1 แห่ง; โรงเรียนอนุบาล 1 แห่ง,26,231,237,3800149,2259134,1037831,Mid-Range
ขอนแก่น,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย,มหาวิทยาลัย,16.4187025,102.8354935,2.0,23,"อนุสาวรีย์ พระนครศรีบริรักษ์ (อนุสาวรีย์/อนุสรณ์, 0.24km); โฮงมูนมังเมืองขอนแกน (พิพิธภัณฑ์, 0.39km); Night Market (สถานที่ท่องเที่ยว, 0.4km); PLซีฟู๊ด (บึง/ทะเลสาบ, 0.53km); สวนสาธารณะ บึงแก่นนคร (สวนสาธารณะ, 0.67km); Night Market (สถานที่ท่องเที่ยว, 0.78km); Indoor Badminton Courts (สนามกีฬา, 0.87km); Khon Kean Central Stadium - Signage (ศูนย์กีฬา, 1.04km); สนามกีฬาจังหวัดขอนแก่น (ศูนย์กีฬา, 1.04km); อาคารปิงปอง (สนามกีฬา, 1.11km)",4,50,11,5,25,37,25,42,11,ร้านสะดวกซื้อ 50 แห่ง; ธนาคาร 42 แห่ง; ร้านขายยา 37 แห่ง; ตู้ATM 33 แห่ง; โรงเรียน 25 แห่ง; คลินิก 25 แห่ง; ปั๊มน้ำมัน 11 แห่ง; ตลาด 11 แห่ง; ซูเปอร์มาร์เก็ต 8 แห่ง; ห้างสรรพสินค้า 7 แห่ง; โรงพยาบาล 5 แห่ง; ไฮเปอร์มาร์เก็ต 4 แห่ง; หน่วยงานรัฐ 4 แห่ง; วิทยาลัย 3 แห่ง; สถานีขนส่ง 2 แห่ง; สถานีรถไฟ 1 แห่ง; มหาวิทยาลัย 1 แห่ง; โรงเรียนอนุบาล 1 แห่ง,23,270,222,3800149,2259134,1037831,Mid-Range
ขอนแก่น,วิทยาลัยอาชีวศึกษาขอนแก่น,วิทยาลัย,16.4371147,102.8390346,2.0,23,"SNB Tree Park (สวนสาธารณะ, 0.23km); ร้านดอกไม้ต้นสน ฟลอริสท์ (สวนสาธารณะ, 0.26km); Tambun (สวนสาธารณะ, 0.29km); SNB English Park (สวนสาธารณะ, 0.34km); อนุสาวรีย์ จอมพลสฤษดิ์ ธนรัชต์ (อนุสาวรีย์/อนุสรณ์, 0.43km); สวนรัชดานุสรณ์ (สวนสาธารณะ, 0.44km); Saturday Walking Street (สถานที่ท่องเที่ยว, 0.5km); สวน สาธารณะขอนแก่น 200 ปี (สวนสาธารณะ, 0.74km); หนองสระพัง (สวนสาธารณะ, 0.82km); หนองสระพัง (สวนสาธารณะ, 0.82km)",2,49,10,7,37,31,17,49,13,ร้านสะดวกซื้อ 49 แห่ง; ธนาคาร 49 แห่ง; คลินิก 37 แห่ง; ตู้ATM 37 แห่ง; ร้านขายยา 31 แห่ง; โรงเรียน 17 แห่ง; ปั๊มน้ำมัน 13 แห่ง; ห้างสรรพสินค้า 10 แห่ง; ตลาด 10 แห่ง; โรงพยาบาล 7 แห่ง; ซูเปอร์มาร์เก็ต 7 แห่ง; วิทยาลัย 5 แห่ง; ศาลากลาง/ที่ว่าการ 4 แห่ง; สถานีขนส่ง 3 แห่ง; หน่วยงานรัฐ 3 แห่ง; ไฮเปอร์มาร์เก็ต 2 แห่ง; สถานีรถไฟ 1 แห่ง,23,285,222,3800149,2259134,1037831,Mid-Range
ขอนแก่น,Ozone village,ห้างสรรพสินค้า,16.4364624,102.8304053,2.0,23,"หนองสระพัง (สวนสาธารณะ, 0.53km); หนองสระพัง (สวนสาธารณะ, 0.53km); Hugz Mall (สถานที่ท่องเที่ยว, 0.55km); อนุสาวรีย์ประชาธิปไตย (อนุสาวรีย์/อนุสรณ์, 0.61km); อนุสาวรีย์ จอมพลสฤษดิ์ ธนรัชต์ (อนุสาวรีย์/อนุสรณ์, 0.62km); สวนรัชดานุสรณ์ (สวนสาธารณะ, 0.66km); Saturday Walking Street (สถานที่ท่องเที่ยว, 0.72km); ประตูเมือง ขอนแก่น (ประตูเมือง, 0.75km); ประตูเมือง ขอนแก่น (ประตูเมือง, 0.76km); ประตูเมือง ขอนแก่น (ประตูเมือง, 0.76km)",4,39,9,5,36,30,15,52,13,ธนาคาร 52 แห่ง; ร้านสะดวกซื้อ 39 แห่ง; คลินิก 36 แห่ง; ตู้ATM 33 แห่ง; ร้านขายยา 30 แห่ง; โรงเรียน 15 แห่ง; ปั๊มน้ำมัน 13 แห่ง; ห้างสรรพสินค้า 11 แห่ง; ตลาด 9 แห่ง; ซูเปอร์มาร์เก็ต 7 แห่ง; โรงพยาบาล 5 แห่ง; ไฮเปอร์มาร์เก็ต 4 แห่ง; ศาลากลาง/ที่ว่าการ 4 แห่ง; สถานีขนส่ง 3 แห่ง; วิทยาลัย 3 แห่ง; หน่วยงานรัฐ 3 แห่ง; สถานีรถไฟ 1 แห่ง; มหาวิทยาลัย 1 แห่ง,23,269,222,3800149,2259134,1037831,Mid-Range
ขอนแก่น,โรงพยาบาลกรุงเทพ,โรงพยาบาล,16.4420747,102.8200449,2.0,23,"บึงศรีฐาน (บึง/ทะเลสาบ, 0.36km); สวนสาธารณะบึงสีฐาน (สวนสาธารณะ, 0.53km); หอศิลปวัฒนธรรมมหาวิทยาลัยขอนแก่น (พิพิธภัณฑ์, 0.68km); บึงหนองเอียด (บึง/ทะเลสาบ, 0.9km); Science Museum Khon Kaen University (พิพิธภัณฑ์, 1.04km); พิพิธภัณฑ์ประวัติศาสตร์ธรรมชาติ มหาวิทยาลัยขอนแก่น (พิพิธภัณฑ์, 1.06km); ประตูเมือง ขอนแก่น (ประตูเมือง, 1.24km); ประตูเมือง ขอนแก่น (ประตูเมือง, 1.25km); ประตูเมือง ขอนแก่น (ประตูเมือง, 1.26km); สนามกีฬาสีฐาน (ศูนย์กีฬา, 1.36km)",2,17,5,6,18,14,10,36,9,ธนาคาร 36 แห่ง; ตู้ATM 19 แห่ง; คลินิก 18 แห่ง; ร้านสะดวกซื้อ 17 แห่ง; ร้านขายยา 14 แห่ง; โรงเรียน 10 แห่ง; ห้างสรรพสินค้า 9 แห่ง; ปั๊มน้ำมัน 9 แห่ง; ซูเปอร์มาร์เก็ต 7 แห่ง; มหาวิทยาลัย 6 แห่ง; โรงพยาบาล 6 แห่ง; ตลาด 5 แห่ง; ศาลากลาง/ที่ว่าการ 3 แห่ง; หน่วยงานรัฐ 3 แห่ง; ไฮเปอร์มาร์เก็ต 2 แห่ง; สถานีรถไฟ 1 แห่ง; สถานีขนส่ง 1 แห่ง; วิทยาลัย 1 แห่ง; โรงเรียนอนุบาล 1 แห่ง,23,168,222,3800149,2259134,1037831,Mid-Range
ขอนแก่น,โครงการชลประทาน ขอนแก่น,หน่วยงานรัฐ,16.4444948,102.8294107,2.0,26,"Saturday Walking Street (สถานที่ท่องเที่ยว, 0.82km); สวนรัชดานุสรณ์ (สวนสาธารณะ, 0.87km); อนุสาวรีย์ จอมพลสฤษดิ์ ธนรัชต์ (อนุสาวรีย์/อนุสรณ์, 0.89km); พิพิธภัณฑสถานแห่งชาติ ขอนแก่น (พิพิธภัณฑ์, 1.0km); SNB English Park (สวนสาธารณะ, 1.03km); Tambun (สวนสาธารณะ, 1.04km); SNB Tree Park (สวนสาธารณะ, 1.09km); บึงศรีฐาน (บึง/ทะเลสาบ, 1.3km); สนามกีฬาจังหวัดขอนแก่น (สนามกีฬา, 1.32km); หนองสระพัง (สวนสาธารณะ, 1.39km)",0,30,10,4,30,21,11,41,10,ธนาคาร 41 แห่ง; ร้านสะดวกซื้อ 30 แห่ง; คลินิก 30 แห่ง; ตู้ATM 26 แห่ง; ร้านขายยา 21 แห่ง; โรงเรียน 11 แห่ง; ห้างสรรพสินค้า 10 แห่ง; ปั๊มน้ำมัน 10 แห่ง; ตลาด 10 แห่ง; ซูเปอร์มาร์เก็ต 7 แห่ง; มหาวิทยาลัย 6 แห่ง; วิทยาลัย 4 แห่ง; โรงพยาบาล 4 แห่ง; ศาลากลาง/ที่ว่าการ 4 แห่ง; หน่วยงานรัฐ 4 แห่ง; สถานีขนส่ง 3 แห่ง; โรงเรียนอนุบาล 1 แห่ง,26,222,221,3800149,2259134,1037831,Mid-Range
ขอนแก่น,ห้างสรรพสินค้าเซ็นทรัล ขอนแก่น,ห้างสรรพสินค้า,16.446387,102.8262336,2.0,26,"บึงศรีฐาน (บึง/ทะเลสาบ, 1.0km); สวนสาธารณะบึงสีฐาน (สวนสาธารณะ, 1.06km); สนามกีฬาจังหวัดขอนแก่น (สนามกีฬา, 1.08km); Saturday Walking Street (สถานที่ท่องเที่ยว, 1.22km); หอศิลปวัฒนธรรมมหาวิทยาลัยขอนแก่น (พิพิธภัณฑ์, 1.26km); จงเจริญ หม่าล่า (สวนสาธารณะ, 1.26km); สนามกีฬาสีฐาน (ศูนย์กีฬา, 1.26km); สวนรัชดานุสรณ์ (สวนสาธารณะ, 1.27km); อนุสาวรีย์ จอมพลสฤษดิ์ ธนรัชต์ (อนุสาวรีย์/อนุสรณ์, 1.28km); พิพิธภัณฑสถานแห่งชาติ ขอนแก่น (พิพิธภัณฑ์, 1.33km)",0,23,6,5,23,19,9,35,11,ธนาคาร 35 แห่ง; ร้านสะดวกซื้อ 23 แห่ง; คลินิก 23 แห่ง; ตู้ATM 21 แห่ง; ร้านขายยา 19 แห่ง; ปั๊มน้ำมัน 11 แห่ง; โรงเรียน 9 แห่ง; ห้างสรรพสินค้า 8 แห่ง; มหาวิทยาลัย 7 แห่ง; ซูเปอร์มาร์เก็ต 7 แห่ง; ตลาด 6 แห่ง; โรงพยาบาล 5 แห่ง; ศาลากลาง/ที่ว่าการ 4 แห่ง; หน่วยงานรัฐ 4 แห่ง; สถานีขนส่ง 3 แห่ง; วิทยาลัย 3 แห่ง; โรงเรียนอนุบาล 1 แห่ง,26,189,221,3800149,2259134,1037831,Mid-Range
