province_name,district_name,tambon_name,is_tambon,total_population,male,female,age_children,age_working,age_elderly
อุบลราชธานี,ดอนมดแดง,ท่าเมือง,True,6322,3179,3143,954,4602,757
อุบลราชธานี,ดอนมดแดง,คำไฮใหญ่,True,4934,2460,2474,700,3503,726
อุบลราชธานี,สิรินธร,,False,44247,22491,21756,8115,31166,4177
อุบลราชธานี,สิรินธร,คันไร่,True,11956,6087,5869,2114,8551,1230
อุบลราชธานี,สิรินธร,ช่องเม็ก,True,6743,3472,3271,1205,4595,528
อุบลราชธานี,สิรินธร,โนนก่อ,True,11492,5869,5623,2282,8176,961
อุบลราชธานี,สิรินธร,ฝางคำ,True,3556,1764,1792,561,2545,430
อุบลราชธานี,สิรินธร,คำเขื่อนแก้ว,True,10500,5299,5201,1953,7299,1028
อุบลราชธานี,ทุ่งศรีอุดม,,False,29119,14736,14383,4604,21308,3181
อุบลราชธานี,ทุ่งศรีอุดม,หนองอ้ม,True,5786,2823,2963,807,4244,732
อุบลราชธานี,ทุ่งศรีอุดม,นาเกษม,True,6061,3123,2938,1029,4459,568
อุบลราชธานี,ทุ่งศรีอุดม,กุดเรือ,True,6641,3415,3226,1124,4889,627
อุบลราชธานี,ทุ่งศรีอุดม,โคกชำแระ,True,6018,3052,2966,945,4376,685
อุบลราชธานี,ทุ่งศรีอุดม,นาห่อม,True,4613,2323,2290,699,3340,569
อุบลราชธานี,นาเยีย,,False,21217,10929,10288,3752,15304,2134
อุบลราชธานี,นาเยีย,นาเยีย,True,6088,3193,2895,1060,4426,591
อุบลราชธานี,นาเยีย,นาดี,True,8276,4263,4013,1525,5924,816
อุบลราชธานี,นาเยีย,นาเรือง,True,6853,3473,3380,1167,4954,727
อุบลราชธานี,นาตาล,,False,38939,19484,19455,6487,27094,4651
อุบลราชธานี,นาตาล,นาตาล,True,11932,5971,5961,2025,8243,1444
อุบลราชธานี,นาตาล,พะลาน,True,7581,3738,3843,1344,5006,883
อุบลราชธานี,นาตาล,กองโพน,True,8045,4093,3952,1299,5660,1000
อุบลราชธานี,นาตาล,พังเคน,True,11381,5682,5699,1819,8185,1324
อุบลราชธานี,เหล่าเสือโก้ก,,False,28029,14063,13966,4353,20187,3446
อุบลราชธานี,เหล่าเสือโก้ก,เหล่าเสือโก้ก,True,7957,3942,4015,1199,5698,1035
อุบลราชธานี,เหล่าเสือโก้ก,โพนเมือง,True,7249,3723,3526,1066,5274,902
อุบลราชธานี,เหล่าเสือโก้ก,แพงใหญ่,True,4929,2457,2472,762,3574,590
อุบลราชธานี,เหล่าเสือโก้ก,หนองบก,True,7894,3941,3953,1326,5641,919
อุบลราชธานี,สว่างวีระวงศ์,,False,31149,15631,15518,5049,22175,3761
อุบลราชธานี,สว่างวีระวงศ์,แก่งโดม,True,5903,2993,2910,954,4278,663
อุบลราชธานี,สว่างวีระวงศ์,ท่าช้าง,True,10155,5012,5143,1583,7282,1272
อุบลราชธานี,สว่างวีระวงศ์,บุ่งมะแลง,True,7169,3597,3572,1171,5169,824
อุบลราชธานี,สว่างวีระวงศ์,สว่าง,True,7922,4029,3893,1341,5446,1002
อุบลราชธานี,น้ำขุ่น,,False,33193,16716,16477,5456,24202,3487
อุบลราชธานี,น้ำขุ่น,ตาเกา,True,10034,5103,4931,1722,7291,997
อุบลราชธานี,น้ำขุ่น,ไพบูลย์,True,7597,3821,3776,1166,5490,932
อุบลราชธานี,น้ำขุ่น,ขี้เหล็ก,True,8748,4372,4376,1441,6433,866
อุบลราชธานี,น้ำขุ่น,โคกสะอาด,True,6814,3420,3394,1127,4988,692
อุบลราชธานี,น้ำขุ่น,เทศบาลกุดชมภู,True,11737,5893,5844,1870,8405,1394
อุบลราชธานี,น้ำขุ่น,กุดชมภู,True,11737,5893,5844,1870,8405,1394
อุบลราชธานี,น้ำขุ่น,เทศบาลคำน้ำแซบ,True,8281,4065,4216,1255,5902,1019
อุบลราชธานี,น้ำขุ่น,คำน้ำแซบ,True,8281,4065,4216,1255,5902,1019
อุบลราชธานี,น้ำขุ่น,เทศบาลหัวนา,True,13139,6541,6598,2288,9278,1528
อุบลราชธานี,น้ำขุ่น,หัวนา,True,13139,6541,6598,2288,9278,1528
อุบลราชธานี,น้ำขุ่น,เทศบาลโพนงาม,True,9021,4430,4591,1410,6468,1138
อุบลราชธานี,น้ำขุ่น,โพนงาม,True,9021,4430,4591,1410,6468,1138
อุบลราชธานี,น้ำขุ่น,เทศบาลเมืองศรีไค,True,11659,4521,7138,924,9933,784
อุบลราชธานี,น้ำขุ่น,เมืองศรีไค,True,11659,4521,7138,924,9933,784
อุบลราชธานี,น้ำขุ่น,เทศบาลหนองผือ,True,9924,4895,5029,1646,7151,1109
อุบลราชธานี,น้ำขุ่น,หนองผือ,True,9924,4895,5029,1646,7151,1109
อุบลราชธานี,น้ำขุ่น,เทศบาลขามป้อม,True,9475,4754,4721,1437,6664,1265
อุบลราชธานี,น้ำขุ่น,ขามป้อม,True,9475,4754,4721,1437,6664,1265
อุบลราชธานี,น้ำขุ่น,เทศบาลเทพวงศา,True,12410,6164,6246,2103,8387,1215
อุบลราชธานี,น้ำขุ่น,เขมราฐ,True,12410,6164,6246,2103,8387,1215
อุบลราชธานี,น้ำขุ่น,เทศบาลปทุม,True,10454,4904,5550,1351,7597,1450
อุบลราชธานี,น้ำขุ่น,ปทุม,True,10454,4904,5550,1351,7597,1450
อุบลราชธานี,น้ำขุ่น,เทศบาลคอแลน,True,13322,6755,6567,2281,9445,1398
อุบลราชธานี,น้ำขุ่น,คอแลน,True,13322,6755,6567,2281,9445,1398
อุบลราชธานี,ทต.นิคมสร้างตนเองลำโดมน้อย,,False,7880,3919,3961,1403,5552,810
อุบลราชธานี,ทต.นิคมสร้างตนเองลำโดมน้อย,นิคมสร้างตนเองลำโดมน้อย,True,7880,3919,3961,1403,5552,810
อุบลราชธานี,ทต.นิคมสร้างตนเองลำโดมน้อย,เทศบาลกุดประทาย,True,13635,6899,6736,2281,9868,1465
อุบลราชธานี,ทต.นิคมสร้างตนเองลำโดมน้อย,กุดประทาย,True,13635,6899,6736,2281,9868,1465
อุบลราชธานี,ทต.นิคมสร้างตนเองลำโดมน้อย,เทศบาลขามใหญ่,True,41727,19714,22013,6193,30507,4737
อุบลราชธานี,ทต.นิคมสร้างตนเองลำโดมน้อย,ขามใหญ่,True,41727,19714,22013,6193,30507,4737
อุบลราชธานี,ทต.นิคมสร้างตนเองลำโดมน้อย,เทศบาลแสนสุข,True,24951,13627,11324,3248,18139,2785
อุบลราชธานี,ทต.นิคมสร้างตนเองลำโดมน้อย,แสนสุข,True,24951,13627,11324,3248,18139,2785
อุบลราชธานี,ทต.นิคมสร้างตนเองลำโดมน้อย,เทศบาลนาเยีย,True,6317,3111,3206,974,4433,854
อุบลราชธานี,ทต.นิคมสร้างตนเองลำโดมน้อย,นาเยีย,True,6317,3111,3206,974,4433,854
อุบลราชธานี,ทต.นิคมสร้างตนเองลำโดมน้อย,เทศบาลช่องเม็ก,True,3796,1849,1947,631,2616,387
อุบลราชธานี,ทต.นิคมสร้างตนเองลำโดมน้อย,ช่องเม็ก,True,3796,1849,1947,631,2616,387
อุบลราชธานี,ทต.นิคมสร้างตนเองลำโดมน้อย,เทศบาลโพธิ์ไทร,True,2953,1446,1507,480,2020,440
อุบลราชธานี,ทต.นิคมสร้างตนเองลำโดมน้อย,โพธิ์ไทร,True,2953,1446,1507,480,2020,440
อุบลราชธานี,ทต.นิคมสร้างตนเองลำโดมน้อย,เทศบาลตาลสุม,True,3200,1584,1616,467,2291,436
อุบลราชธานี,ทต.นิคมสร้างตนเองลำโดมน้อย,ตาลสุม,True,3200,1584,1616,467,2291,436
อุบลราชธานี,ทต.นิคมสร้างตนเองลำโดมน้อย,เทศบาลอ่างศิลา,True,3003,1435,1568,443,2071,482
อุบลราชธานี,ทต.นิคมสร้างตนเองลำโดมน้อย,อ่างศิลา,True,3003,1435,1568,443,2071,482
อุบลราชธานี,ทต.นิคมสร้างตนเองลำโดมน้อย,เทศบาลห้วยขะยุง,True,3055,1489,1566,438,2159,452
อุบลราชธานี,ทต.นิคมสร้างตนเองลำโดมน้อย,ห้วยขะยุง,True,3055,1489,1566,438,2159,452
อุบลราชธานี,ทต.นิคมสร้างตนเองลำโดมน้อย,เทศบาลม่วงสามสิบ,True,2950,1407,1543,321,2102,516
อุบลราชธานี,ทต.นิคมสร้างตนเองลำโดมน้อย,ม่วงสามสิบ,True,2950,1407,1543,321,2102,516
อุบลราชธานี,ทต.นิคมสร้างตนเองลำโดมน้อย,เทศบาลกุดข้าวปุ้น,True,4158,2098,2060,595,2970,583
อุบลราชธานี,ทต.นิคมสร้างตนเองลำโดมน้อย,ข้าวปุ้น,True,4158,2098,2060,595,2970,583
อุบลราชธานี,ทต.นิคมสร้างตนเองลำโดมน้อย,เทศบาลตระการพืชผล,True,8787,4265,4522,1169,6235,1327
อุบลราชธานี,ทต.นิคมสร้างตนเองลำโดมน้อย,ขุหลุ,True,7603,3678,3925,989,5371,1188
อุบลราชธานี,ทต.นิคมสร้างตนเองลำโดมน้อย,คำเจริญ,True,1184,587,597,180,864,139
อุบลราชธานี,ทต.นิคมสร้างตนเองลำโดมน้อย,เทศบาลบุณฑริก,True,4343,2108,2235,592,3154,575
อุบลราชธานี,ทต.นิคมสร้างตนเองลำโดมน้อย,โพนงาม,True,1875,920,955,262,1342,251
อุบลราชธานี,ทต.นิคมสร้างตนเองลำโดมน้อย,บัวงาม,True,2468,1188,1280,330,1812,324
อุบลราชธานี,ทต.นิคมสร้างตนเองลำโดมน้อย,เทศบาลน้ำยืน,True,8642,4260,4382,1483,6159,952
อุบลราชธานี,ทต.นิคมสร้างตนเองลำโดมน้อย,โซง,True,1229,642,587,188,871,154
อุบลราชธานี,ทต.นิคมสร้างตนเองลำโดมน้อย,สีวิเชียร,True,7413,3618,3795,1295,5288,798
อุบลราชธานี,ทต.นิคมสร้างตนเองลำโดมน้อย,เทศบาลนาจะหลวย,True,6814,3391,3423,1095,4916,776
อุบลราชธานี,ทต.นิคมสร้างตนเองลำโดมน้อย,นาจะหลวย,True,6814,3391,3423,1095,4916,776
อุบลราชธานี,เทศบาลเมืองเดชอุดม,,False,12747,6103,6644,1738,8614,2250
อุบลราชธานี,เทศบาลเมืองเดชอุดม,เมืองเดช,True,12747,6103,6644,1738,8614,2250
อุบลราชธานี,เทศบาลเมืองเดชอุดม,เทศบาลบัวงาม,True,6537,3259,3278,951,4640,928
อุบลราชธานี,เทศบาลเมืองเดชอุดม,บัวงาม,True,6537,3259,3278,951,4640,928
อุบลราชธานี,เทศบาลเมืองเดชอุดม,เทศบาลนาส่วง,True,3103,1500,1603,433,2255,411
อุบลราชธานี,เทศบาลเมืองเดชอุดม,นาส่วง,True,3103,1500,1603,433,2255,411
อุบลราชธานี,เทศบาลเมืองเดชอุดม,เทศบาลเขมราฐ,True,5938,2817,3121,844,4103,826
อุบลราชธานี,เทศบาลเมืองเดชอุดม,เขมราฐ,True,5938,2817,3121,844,4103,826
อุบลราชธานี,เทศบาลเมืองเดชอุดม,เทศบาลเขื่องใน,True,4377,2116,2261,572,3105,690
อุบลราชธานี,เทศบาลเมืองเดชอุดม,เขื่องใน,True,4377,2116,2261,572,3105,690
อุบลราชธานี,เทศบาลเมืองเดชอุดม,เทศบาลบ้านด่านโขงเจียม,True,2897,1438,1459,426,1943,321
อุบลราชธานี,เทศบาลเมืองเดชอุดม,โขงเจียม,True,2897,1438,1459,426,1943,321
อุบลราชธานี,เทศบาลเมืองเดชอุดม,เทศบาลศรีเมืองใหม่,True,4025,2016,2009,515,2868,621
อุบลราชธานี,เทศบาลเมืองเดชอุดม,นาคำ,True,4025,2016,2009,515,2868,621
อุบลราชธานี,เทศบาลเมืองเดชอุดม,เทศบาลอุบล,True,5549,2551,2998,622,3864,1023
อุบลราชธานี,เทศบาลเมืองเดชอุดม,ขามใหญ่,True,3508,1599,1909,375,2475,628
อุบลราชธานี,เทศบาลเมืองเดชอุดม,แจระแม,True,2041,952,1089,247,1389,395
อุบลราชธานี,เทศบาลเมืองพิบูลมังสาหาร,,False,9845,4779,5066,1672,6404,1639
อุบลราชธานี,เทศบาลเมืองพิบูลมังสาหาร,พิบูล,True,9845,4779,5066,1672,6404,1639
อุบลราชธานี,เทศบาลเมืองวารินชำราบ,,False,24466,11476,12990,2857,17216,4239
อุบลราชธานี,เทศบาลเมืองวารินชำราบ,วารินชำราบ,True,24466,11476,12990,2857,17216,4239
อุบลราชธานี,เทศบาลนครอุบลราชธานี,,False,68575,31533,37042,10476,45328,11528
อุบลราชธานี,เทศบาลนครอุบลราชธานี,ในเมือง,True,68575,31533,37042,10476,45328,11528
ชลบุรี,เมืองชลบุรี,,False,46570,22493,24077,8236,33729,4428
ชลบุรี,เมืองชลบุรี,หนองรี,True,16251,7814,8437,2642,11530,1953
ชลบุรี,เมืองชลบุรี,หนองข้างคอก,True,6854,3375,3479,1187,4794,865
ชลบุรี,เมืองชลบุรี,คลองตำหรุ,True,3726,1796,1930,688,2740,296
ชลบุรี,เมืองชลบุรี,เหมือง,True,12295,5797,6498,2293,9178,791
ชลบุรี,เมืองชลบุรี,สำนักบก,True,7444,3711,3733,1426,5487,523
ชลบุรี,บ้านบึง,,False,86819,42638,44181,13719,61182,10892
ชลบุรี,บ้านบึง,บ้านบึง,True,15555,7601,7954,2656,11126,1310
ชลบุรี,บ้านบึง,คลองกิ่ว,True,16121,7904,8217,2643,11391,1966
ชลบุรี,บ้านบึง,มาบไผ่,True,6972,3425,3547,1088,4902,941
ชลบุรี,บ้านบึง,หนองซ้ำซาก,True,6609,3187,3422,1018,4751,792
ชลบุรี,บ้านบึง,หนองบอนแดง,True,6229,3068,3161,941,4294,969
ชลบุรี,บ้านบึง,หนองชาก,True,11602,5647,5955,1773,8187,1539
ชลบุรี,บ้านบึง,หนองอิรุณ,True,16374,8079,8295,2366,11507,2331
ชลบุรี,บ้านบึง,หนองไผ่แก้ว,True,7357,3727,3630,1234,5024,1044
ชลบุรี,หนองใหญ่,,False,15315,7656,7659,2488,10702,1734
ชลบุรี,หนองใหญ่,คลองพลู,True,4016,2019,1997,596,2680,441
ชลบุรี,หนองใหญ่,หนองเสือช้าง,True,4252,2128,2124,776,2982,460
ชลบุรี,หนองใหญ่,ห้างสูง,True,3479,1719,1760,559,2475,426
ชลบุรี,หนองใหญ่,เขาซก,True,3568,1790,1778,557,2565,407
ชลบุรี,บางละมุง,,False,32780,15347,17433,5566,23913,2573
ชลบุรี,บางละมุง,หนองปลาไหล,True,23934,10951,12983,3958,17891,1860
ชลบุรี,บางละมุง,เขาไม้แก้ว,True,8846,4396,4450,1608,6022,713
ชลบุรี,พานทอง,,False,52587,25755,26832,8785,38441,5197
ชลบุรี,พานทอง,พานทอง,True,6920,3401,3519,1255,5049,514
ชลบุรี,พานทอง,มาบโป่ง,True,8118,3903,4215,1330,5945,829
ชลบุรี,พานทอง,หนองกะขะ,True,2896,1400,1496,468,2204,221
ชลบุรี,พานทอง,หนองหงษ์,True,8753,4271,4482,1558,6353,830
ชลบุรี,พานทอง,โคกขี้หนอน,True,3088,1523,1565,371,2174,541
ชลบุรี,พานทอง,บ้านเก่า,True,6728,3359,3369,1237,4968,513
ชลบุรี,พานทอง,หน้าประดู่,True,2850,1415,1435,461,1989,398
ชลบุรี,พานทอง,บางนาง,True,9634,4707,4927,1600,7282,741
ชลบุรี,พานทอง,เกาะลอย,True,2501,1242,1259,374,1706,414
ชลบุรี,พานทอง,บางหัก,True,1099,534,565,131,771,196
ชลบุรี,พนัสนิคม,,False,103087,49977,53110,15138,72125,14918
ชลบุรี,พนัสนิคม,หน้าพระธาตุ,True,5977,2876,3101,903,4225,842
ชลบุรี,พนัสนิคม,วัดหลวง,True,2576,1225,1351,237,1731,607
ชลบุรี,พนัสนิคม,บ้านเซิด,True,6225,3015,3210,1057,4567,593
ชลบุรี,พนัสนิคม,นาเริก,True,9850,4856,4994,1499,6999,1331
ชลบุรี,พนัสนิคม,สระสี่เหลี่ยม,True,7091,3528,3563,1073,5077,930
ชลบุรี,พนัสนิคม,วัดโบสถ์,True,2901,1359,1542,278,1917,702
ชลบุรี,พนัสนิคม,กุฎโง้ง,True,6320,2972,3348,991,3867,740
ชลบุรี,พนัสนิคม,หัวถนน,True,5236,2491,2745,750,3633,849
ชลบุรี,พนัสนิคม,ท่าข้าม,True,3281,1596,1685,460,2317,498
ชลบุรี,พนัสนิคม,หนองปรือ,True,5768,2863,2905,871,4048,832
ชลบุรี,พนัสนิคม,หนองขยาด,True,4392,2155,2237,640,3107,629
ชลบุรี,พนัสนิคม,ทุ่งขวาง,True,4693,2252,2441,698,3206,784
ชลบุรี,พนัสนิคม,หนองเหียง,True,14630,7225,7405,2279,10425,1903
ชลบุรี,พนัสนิคม,นาวังหิน,True,7636,3745,3891,1125,5476,1013
ชลบุรี,พนัสนิคม,บ้านช้าง,True,6395,2990,3405,927,4489,961
ชลบุรี,พนัสนิคม,โคกเพลาะ,True,2768,1334,1434,347,1880,537
ชลบุรี,พนัสนิคม,ไร่หลักทอง,True,3645,1739,1906,451,2536,651
ชลบุรี,พนัสนิคม,นามะตูม,True,3703,1756,1947,552,2625,516
ชลบุรี,ศรีราชา,,False,59326,29401,29925,10832,43378,4763
ชลบุรี,ศรีราชา,หนองขาม,True,5411,2662,2749,917,3858,619
ชลบุรี,ศรีราชา,เขาคันทรง,True,7364,3668,3696,1291,5272,748
ชลบุรี,ศรีราชา,บางพระ,True,17954,8837,9117,2486,12660,2571
ชลบุรี,ศรีราชา,บ่อวิน,True,28597,14234,14363,6138,21588,825
ชลบุรี,สัตหีบ,,False,54004,27158,26846,7465,39527,5946
ชลบุรี,สัตหีบ,นาจอมเทียน,True,9257,4379,4878,1499,7005,689
ชลบุรี,สัตหีบ,พลูตาหลวง,True,38588,19767,18821,4966,28250,4457
ชลบุรี,สัตหีบ,แสมสาร,True,6159,3012,3147,1000,4272,800
ชลบุรี,บ่อทอง,,False,37918,19056,18862,6341,26641,4578
ชลบุรี,บ่อทอง,บ่อทอง,True,9582,4805,4777,1651,6590,1188
ชลบุรี,บ่อทอง,วัดสุวรรณ,True,6297,3126,3171,1067,4368,835
ชลบุรี,บ่อทอง,บ่อกวางทอง,True,6922,3438,3484,1049,4973,820
ชลบุรี,บ่อทอง,เกษตรสุวรรณ,True,7039,3575,3464,1134,5040,820
ชลบุรี,บ่อทอง,พลวงทอง,True,8078,4112,3966,1440,5670,915
ชลบุรี,เกาะจันทร์,,False,27319,14153,13166,3975,19245,3135
ชลบุรี,เกาะจันทร์,เกาะจันทร์,True,14476,7352,7124,2165,10343,1762
ชลบุรี,เกาะจันทร์,ท่าบุญมี,True,12843,6801,6042,1810,8902,1373
ชลบุรี,เกาะจันทร์,เทศบาลเกล็ดแก้ว,True,13059,7165,5894,1841,9799,929
ชลบุรี,เกาะจันทร์,บางเสร่,True,13059,7165,5894,1841,9799,929
ชลบุรี,เกาะจันทร์,เทศบาลเขตรอุดมศักดิ์,True,56137,33905,22232,6422,43612,4863
ชลบุรี,เกาะจันทร์,สัตหีบ,True,56137,33905,22232,6422,43612,4863
ชลบุรี,เกาะจันทร์,เทศบาลหมอนนาง,True,13490,6514,6976,1920,9221,2018
ชลบุรี,เกาะจันทร์,หมอนนาง,True,13490,6514,6976,1920,9221,2018
ชลบุรี,เกาะจันทร์,เทศบาลตะเคียนเตี้ย,True,28148,13459,14689,4753,21275,1952
ชลบุรี,เกาะจันทร์,ตะเคียนเตี้ย,True,28148,13459,14689,4753,21275,1952
ชลบุรี,เกาะจันทร์,เทศบาลเสม็ด,True,23232,10486,12746,3256,16591,3249
ชลบุรี,เกาะจันทร์,เสม็ด,True,23232,10486,12746,3256,16591,3249
ชลบุรี,เกาะจันทร์,เทศบาลดอนหัวฬ่อ,True,14417,7086,7331,2630,10896,843
ชลบุรี,เกาะจันทร์,ดอนหัวฬ่อ,True,14417,7086,7331,2630,10896,843
ชลบุรี,เกาะจันทร์,เทศบาลห้วยกะปิ,True,17886,8328,9558,3199,12822,1788
ชลบุรี,เกาะจันทร์,ห้วยกะปิ,True,17886,8328,9558,3199,12822,1788
ชลบุรี,เกาะจันทร์,เทศบาลนาป่า,True,43684,21229,22455,7898,32418,3213
ชลบุรี,เกาะจันทร์,นาป่า,True,43684,21229,22455,7898,32418,3213
ชลบุรี,เกาะจันทร์,เทศบาลหนองไม้แดง,True,13524,6943,6581,2163,9828,1379
ชลบุรี,เกาะจันทร์,หนองไม้แดง,True,13524,6943,6581,2163,9828,1379
ชลบุรี,เกาะจันทร์,เทศบาลธาตุทอง,True,7819,3840,3979,1242,5565,892
ชลบุรี,เกาะจันทร์,ธาตุทอง,True,7819,3840,3979,1242,5565,892
ชลบุรี,เกาะจันทร์,เทศบาลโป่ง,True,12293,5858,6435,2117,8923,1061
ชลบุรี,เกาะจันทร์,โป่ง,True,12293,5858,6435,2117,8923,1061
ชลบุรี,เทศบาลเมืองหนองปรือ,,False,94125,42168,51957,17218,68192,6315
ชลบุรี,เทศบาลเมืองหนองปรือ,หนองปรือ,True,94125,42168,51957,17218,68192,6315
ชลบุรี,เทศบาลเมืองหนองปรือ,เทศบาลท่าบุญมี,True,6620,3203,3417,850,4605,1111
ชลบุรี,เทศบาลเมืองหนองปรือ,ท่าบุญมี,True,6620,3203,3417,850,4605,1111
ชลบุรี,เทศบาลเมืองหนองปรือ,เทศบาลเกาะจันทร์,True,6141,4307,1834,584,4847,389
ชลบุรี,เทศบาลเมืองหนองปรือ,เกาะจันทร์,True,6141,4307,1834,584,4847,389
ชลบุรี,เทศบาลเมืองหนองปรือ,เทศบาลบ่อทอง,True,4002,1956,2046,467,2524,554
ชลบุรี,เทศบาลเมืองหนองปรือ,บ่อทอง,True,3825,1871,1954,439,2411,519
ชลบุรี,เทศบาลเมืองหนองปรือ,วัดสุวรรณ,True,177,85,92,28,113,35
ชลบุรี,เทศบาลเมืองสัตหีบ,,False,21056,9895,11161,2595,14063,4248
ชลบุรี,เทศบาลเมืองสัตหีบ,สัตหีบ,True,17649,8273,9376,2095,11615,3800
ชลบุรี,เทศบาลเมืองสัตหีบ,พลูตาหลวง,True,3407,1622,1785,500,2448,448
ชลบุรี,เทศบาลเมืองสัตหีบ,เทศบาลบางเสร่,True,11798,5383,6415,1632,8370,1528
ชลบุรี,เทศบาลเมืองสัตหีบ,บางเสร่,True,11798,5383,6415,1632,8370,1528
ชลบุรี,เทศบาลเมืองสัตหีบ,เทศบาลนาจอมเทียน,True,7847,3735,4112,1014,5387,1170
ชลบุรี,เทศบาลเมืองสัตหีบ,นาจอมเทียน,True,7847,3735,4112,1014,5387,1170
ชลบุรี,เทศบาลเมืองสัตหีบ,เทศบาลเกาะสีชัง,True,4678,2298,2380,556,3524,578
ชลบุรี,เทศบาลเมืองสัตหีบ,ท่าเทววงษ์,True,4678,2298,2380,556,3524,578
ชลบุรี,เทศบาลนครเจ้าพระยาสุรศักดิ์,,False,160582,77981,82601,26865,119056,13556
ชลบุรี,เทศบาลนครเจ้าพระยาสุรศักดิ์,สุรศักดิ์,True,65203,31022,34181,8844,48003,7535
ชลบุรี,เทศบาลนครเจ้าพระยาสุรศักดิ์,บึง,True,37719,18746,18973,7052,28576,2000
ชลบุรี,เทศบาลนครเจ้าพระยาสุรศักดิ์,หนองขาม,True,34319,16616,17703,6317,24997,2865
ชลบุรี,เทศบาลนครเจ้าพระยาสุรศักดิ์,เขาคันทรง,True,3938,1942,1996,653,2816,460
ชลบุรี,เทศบาลนครเจ้าพระยาสุรศักดิ์,บ่อวิน,True,19403,9655,9748,3999,14664,696
ชลบุรี,เทศบาลนครเจ้าพระยาสุรศักดิ์,เทศบาลบางพระ,True,13557,6432,7125,1656,9600,2199
ชลบุรี,เทศบาลนครเจ้าพระยาสุรศักดิ์,บางพระ,True,13557,6432,7125,1656,9600,2199
ชลบุรี,เทศบาลนครเจ้าพระยาสุรศักดิ์,เทศบาลหนองตำลึง,True,23740,11668,12072,4094,17689,1858
ชลบุรี,เทศบาลนครเจ้าพระยาสุรศักดิ์,หนองตำลึง,True,15480,7652,7828,2684,11536,1166
ชลบุรี,เทศบาลนครเจ้าพระยาสุรศักดิ์,มาบโป่ง,True,3186,1526,1660,498,2360,326
ชลบุรี,เทศบาลนครเจ้าพระยาสุรศักดิ์,หนองกะขะ,True,5074,2490,2584,912,3793,366
ชลบุรี,เทศบาลนครเจ้าพระยาสุรศักดิ์,เทศบาลพานทอง,True,6557,3170,3387,1130,4290,805
ชลบุรี,เทศบาลนครเจ้าพระยาสุรศักดิ์,พานทอง,True,6557,3170,3387,1130,4290,805
ชลบุรี,เทศบาลนครเจ้าพระยาสุรศักดิ์,เทศบาลห้วยใหญ่,True,32282,15127,17155,5527,22853,3521
ชลบุรี,เทศบาลนครเจ้าพระยาสุรศักดิ์,ห้วยใหญ่,True,32282,15127,17155,5527,22853,3521
ชลบุรี,เทศบาลนครเจ้าพระยาสุรศักดิ์,เทศบาลบางละมุง,True,13568,6429,7139,2217,9939,1197
ชลบุรี,เทศบาลนครเจ้าพระยาสุรศักดิ์,บางละมุง,True,12582,5946,6636,2038,9221,1113
ชลบุรี,เทศบาลนครเจ้าพระยาสุรศักดิ์,หนองปลาไหล,True,752,370,382,133,542,72
ชลบุรี,เทศบาลนครเจ้าพระยาสุรศักดิ์,ตะเคียนเตี้ย,True,234,113,121,46,176,12
ชลบุรี,เทศบาลนครเจ้าพระยาสุรศักดิ์,เทศบาลหนองใหญ่,True,8671,4426,4245,1483,5571,1004
ชลบุรี,เทศบาลนครเจ้าพระยาสุรศักดิ์,หนองใหญ่,True,8671,4426,4245,1483,5571,1004
ชลบุรี,เทศบาลนครเจ้าพระยาสุรศักดิ์,เทศบาลหัวกุญแจ,True,3432,1612,1820,327,2388,632
ชลบุรี,เทศบาลนครเจ้าพระยาสุรศักดิ์,คลองกิ่ว,True,3432,1612,1820,327,2388,632
ชลบุรี,เทศบาลนครเจ้าพระยาสุรศักดิ์,เทศบาลหนองไผ่แก้ว,True,2257,1089,1168,326,1669,252
ชลบุรี,เทศบาลนครเจ้าพระยาสุรศักดิ์,หนองไผ่แก้ว,True,2257,1089,1168,326,1669,252
ชลบุรี,เทศบาลเมืองอ่างศิลา,,False,37594,17287,20307,5356,27148,4875
ชลบุรี,เทศบาลเมืองอ่างศิลา,บ้านปึก,True,9635,4419,5216,1438,7057,1124
ชลบุรี,เทศบาลเมืองอ่างศิลา,ห้วยกะปิ,True,7574,3406,4168,1003,5522,1029
ชลบุรี,เทศบาลเมืองอ่างศิลา,เสม็ด,True,14535,6706,7829,2144,10545,1806
ชลบุรี,เทศบาลเมืองอ่างศิลา,อ่างศิลา,True,5850,2756,3094,771,4024,916
ชลบุรี,เทศบาลเมืองบ้านสวน,,False,69157,34340,34817,9811,46910,9706
ชลบุรี,เทศบาลเมืองบ้านสวน,บ้านสวน,True,65315,32528,32787,9169,44167,9263
ชลบุรี,เทศบาลเมืองบ้านสวน,หนองรี,True,2036,947,1089,369,1453,204
ชลบุรี,เทศบาลเมืองบ้านสวน,หนองข้างคอก,True,1806,865,941,273,1290,239
ชลบุรี,เทศบาลเมืองบ้านสวน,เทศบาลบางทราย,True,10936,6043,4893,1211,7422,1863
ชลบุรี,เทศบาลเมืองบ้านสวน,บางทราย,True,10936,6043,4893,1211,7422,1863
ชลบุรี,เทศบาลเมืองบ้านสวน,เทศบาลคลองตำหรุ,True,4680,2200,2480,701,3422,519
ชลบุรี,เทศบาลเมืองบ้านสวน,คลองตำหรุ,True,4680,2200,2480,701,3422,519
ชลบุรี,เทศบาลนครแหลมฉบัง,,False,93666,45951,47715,17043,68872,6295
