province_name,district_name,tambon_name,is_tambon,total_population,male,female,age_children,age_working,age_elderly
ขอนแก่น,เมืองขอนแก่น,,False,99495,48020,51475,14112,71423,13338
ขอนแก่น,เมืองขอนแก่น,สำราญ,True,10690,5326,5364,1434,7367,1475
ขอนแก่น,เมืองขอนแก่น,โคกสี,True,9115,4441,4674,1394,6560,1151
ขอนแก่น,เมืองขอนแก่น,ท่าพระ,True,10709,5238,5471,1614,7521,1555
ขอนแก่น,เมืองขอนแก่น,พระลับ,True,23530,11122,12408,3304,17137,3010
ขอนแก่น,เมืองขอนแก่น,บ้านหว้า,True,10959,5341,5618,1391,7876,1672
ขอนแก่น,เมืองขอนแก่น,แดงใหญ่,True,11994,5722,6272,1911,8813,1236
ขอนแก่น,เมืองขอนแก่น,ดอนช้าง,True,4840,2338,2502,678,3513,637
ขอนแก่น,เมืองขอนแก่น,ดอนหัน,True,10268,4943,5325,1403,7375,1471
ขอนแก่น,เมืองขอนแก่น,บึงเนียม,True,7390,3549,3841,983,5261,1131
ขอนแก่น,บ้านฝาง,,False,49791,24745,25046,6955,35430,7290
ขอนแก่น,บ้านฝาง,หนองบัว,True,7262,3552,3710,1005,5214,1029
ขอนแก่น,บ้านฝาง,ป่าหวายนั่ง,True,7724,3876,3848,1038,5417,1262
ขอนแก่น,บ้านฝาง,โนนฆ้อง,True,6175,3035,3140,863,4411,894
ขอนแก่น,บ้านฝาง,บ้านเหล่า,True,10234,5098,5136,1354,7289,1576
ขอนแก่น,บ้านฝาง,ป่ามะนาว,True,6293,3190,3103,902,4468,920
ขอนแก่น,บ้านฝาง,บ้านฝาง,True,6291,3127,3164,878,4457,898
ขอนแก่น,บ้านฝาง,โคกงาม,True,5812,2867,2945,915,4174,711
ขอนแก่น,พระยืน,,False,24586,12046,12540,3160,17473,3900
ขอนแก่น,พระยืน,พระยืน,True,9715,4836,4879,1334,6906,1446
ขอนแก่น,พระยืน,พระบุ,True,4212,2047,2165,491,3002,711
ขอนแก่น,พระยืน,หนองแวง,True,5040,2484,2556,648,3595,790
ขอนแก่น,พระยืน,ขามป้อม,True,5619,2679,2940,687,3970,953
ขอนแก่น,หนองเรือ,,False,82509,40685,41824,11156,58575,12644
ขอนแก่น,หนองเรือ,หนองเรือ,True,6752,3298,3454,896,4710,1066
ขอนแก่น,หนองเรือ,บ้านเม็ง,True,11399,5516,5883,1451,7992,1950
ขอนแก่น,หนองเรือ,บ้านกง,True,4836,2400,2436,655,3433,744
ขอนแก่น,หนองเรือ,ยางคำ,True,9305,4602,4703,1268,6587,1442
ขอนแก่น,หนองเรือ,จระเข้,True,6436,3217,3219,809,4578,1042
ขอนแก่น,หนองเรือ,โนนทอง,True,11683,5765,5918,1624,8350,1703
ขอนแก่น,หนองเรือ,กุดกว้าง,True,9476,4738,4738,1323,6853,1286
ขอนแก่น,หนองเรือ,โนนทัน,True,8783,4311,4472,1192,6177,1408
ขอนแก่น,หนองเรือ,โนนสะอาด,True,8002,3994,4008,1102,5755,1143
ขอนแก่น,หนองเรือ,บ้านผือ,True,5837,2844,2993,836,4140,860
ขอนแก่น,ชุมแพ,,False,82507,41023,41484,11674,58183,12403
ขอนแก่น,ชุมแพ,ชุมแพ,True,6306,3165,3141,844,4297,1043
ขอนแก่น,ชุมแพ,โนนหัน,True,3586,1733,1853,483,2478,619
ขอนแก่น,ชุมแพ,นาหนองทุ่ม,True,9135,4527,4608,1370,6444,1306
ขอนแก่น,ชุมแพ,โนนอุดม,True,4075,1980,2095,482,2916,670
ขอนแก่น,ชุมแพ,ขัวเรียง,True,7309,3558,3751,1085,5161,1053
ขอนแก่น,ชุมแพ,หนองไผ่,True,10892,5382,5510,1632,7801,1434
ขอนแก่น,ชุมแพ,ไชยสอ,True,4213,2044,2169,483,2994,724
ขอนแก่น,ชุมแพ,วังหินลาด,True,8882,4468,4414,1428,6251,1188
ขอนแก่น,ชุมแพ,นาเพียง,True,8310,4058,4252,1062,5738,1500
ขอนแก่น,ชุมแพ,หนองเขียด,True,7113,3545,3568,1035,4990,1079
ขอนแก่น,ชุมแพ,หนองเสาเล้า,True,6687,3347,3340,1015,4811,851
ขอนแก่น,ชุมแพ,โนนสะอาด,True,5999,3216,2783,755,4302,936
ขอนแก่น,สีชมพู,,False,72868,36148,36720,10658,52379,9658
ขอนแก่น,สีชมพู,สีชมพู,True,8830,4364,4466,1298,6397,1122
ขอนแก่น,สีชมพู,ศรีสุข,True,10793,5309,5484,1525,7656,1603
ขอนแก่น,สีชมพู,นาจาน,True,9830,4811,5019,1269,7108,1441
ขอนแก่น,สีชมพู,วังเพิ่ม,True,7731,3776,3955,1136,5505,997
ขอนแก่น,สีชมพู,ซำยาง,True,3829,1901,1928,529,2773,525
ขอนแก่น,สีชมพู,หนองแดง,True,7102,3496,3606,970,5184,934
ขอนแก่น,สีชมพู,ดงลาน,True,7405,3741,3664,1169,5294,932
ขอนแก่น,สีชมพู,บริบูรณ์,True,7075,3609,3466,1180,5043,845
ขอนแก่น,สีชมพู,บ้านใหม่,True,5438,2694,2744,809,3954,667
ขอนแก่น,สีชมพู,ภูห่าน,True,4835,2447,2388,773,3465,592
ขอนแก่น,น้ำพอง,,False,71719,35444,36275,9583,51091,10893
ขอนแก่น,น้ำพอง,น้ำพอง,True,8450,4148,4302,1179,6082,1179
ขอนแก่น,น้ำพอง,วังชัย,True,7799,3792,4007,1085,5414,1217
ขอนแก่น,น้ำพอง,หนองกุง,True,5683,2825,2858,774,4107,793
ขอนแก่น,น้ำพอง,บัวใหญ่,True,7361,3652,3709,895,5147,1313
ขอนแก่น,น้ำพอง,บ้านขาม,True,9096,4467,4629,1169,6519,1390
ขอนแก่น,น้ำพอง,บัวเงิน,True,11710,5978,5732,1596,8603,1502
ขอนแก่น,น้ำพอง,ทรายมูล,True,7276,3564,3712,985,5176,1111
ขอนแก่น,น้ำพอง,ท่ากระเสริม,True,7121,3420,3701,929,4911,1277
ขอนแก่น,น้ำพอง,พังทุย,True,7223,3598,3625,971,5132,1111
ขอนแก่น,อุบลรัตน์,,False,31041,15322,15719,4489,22260,4257
ขอนแก่น,อุบลรัตน์,บ้านดง,True,10271,5027,5244,1446,7394,1415
ขอนแก่น,อุบลรัตน์,เขื่อนอุบลรัตน์,True,3389,1687,1702,536,2387,452
ขอนแก่น,อุบลรัตน์,นาคำ,True,6594,3258,3336,894,4766,933
ขอนแก่น,อุบลรัตน์,ศรีสุขสำราญ,True,5533,2764,2769,832,4019,680
ขอนแก่น,อุบลรัตน์,ทุ่งโป่ง,True,5254,2586,2668,781,3694,777
ขอนแก่น,กระนวน,,False,67946,33727,34219,9758,49067,8995
ขอนแก่น,กระนวน,หนองโก,True,10759,5312,5447,1563,7738,1387
ขอนแก่น,กระนวน,หนองกุงใหญ่,True,10518,5238,5280,1443,7540,1522
ขอนแก่น,กระนวน,ห้วยโจด,True,6414,3152,3262,895,4483,1031
ขอนแก่น,กระนวน,ห้วยยาง,True,6012,3008,3004,914,4330,764
ขอนแก่น,กระนวน,บ้านฝาง,True,8047,4066,3981,1123,5868,1053
ขอนแก่น,กระนวน,ดูนสาด,True,7913,3859,4054,1236,5768,897
ขอนแก่น,กระนวน,หนองโน,True,6337,3164,3173,889,4632,812
ขอนแก่น,กระนวน,น้ำอ้อม,True,4842,2370,2472,657,3521,660
ขอนแก่น,กระนวน,หัวนาคำ,True,7104,3558,3546,1038,5187,869
ขอนแก่น,บ้านไผ่,,False,71567,35278,36289,10059,51808,9554
ขอนแก่น,บ้านไผ่,บ้านไผ่,True,6817,3332,3485,952,4970,886
ขอนแก่น,บ้านไผ่,ในเมือง,True,8925,4333,4592,1270,6433,1141
ขอนแก่น,บ้านไผ่,เมืองเพีย,True,9102,4412,4690,1229,6555,1312
ขอนแก่น,บ้านไผ่,บ้านลาน,True,8716,4322,4394,1161,6340,1208
ขอนแก่น,บ้านไผ่,แคนเหนือ,True,5996,2955,3041,809,4328,855
ขอนแก่น,บ้านไผ่,ภูเหล็ก,True,6230,3127,3103,894,4555,776
ขอนแก่น,บ้านไผ่,ป่าปอ,True,7462,3760,3702,1079,5404,970
ขอนแก่น,บ้านไผ่,หินตั้ง,True,8085,4026,4059,1201,5857,1015
ขอนแก่น,บ้านไผ่,หนองน้ำใส,True,6606,3246,3360,953,4800,846
ขอนแก่น,บ้านไผ่,หัวหนอง,True,3628,1765,1863,511,2566,545
ขอนแก่น,เปือยน้อย,,False,14176,7139,7037,2021,10322,1820
ขอนแก่น,เปือยน้อย,เปือยน้อย,True,259,139,120,31,202,19
ขอนแก่น,เปือยน้อย,วังม่วง,True,6512,3255,3257,948,4776,785
ขอนแก่น,เปือยน้อย,ขามป้อม,True,5541,2773,2768,800,4013,726
ขอนแก่น,เปือยน้อย,สระแก้ว,True,1864,972,892,242,1331,290
ขอนแก่น,พล,,False,74874,36928,37946,10551,52811,11389
ขอนแก่น,พล,เมืองพล,True,6334,3094,3240,923,4516,891
ขอนแก่น,พล,โจดหนองแก,True,8767,4373,4394,1372,6235,1155
ขอนแก่น,พล,เก่างิ้ว,True,5422,2628,2794,698,3747,901
ขอนแก่น,พล,หนองมะเขือ,True,3897,1942,1955,516,2765,613
ขอนแก่น,พล,หนองแวงโสกพระ,True,7166,3547,3619,983,5131,1047
ขอนแก่น,พล,เพ็กใหญ่,True,6781,3323,3458,923,4641,1210
ขอนแก่น,พล,โคกสง่า,True,6211,3058,3153,880,4285,1041
ขอนแก่น,พล,หนองแวงนางเบ้า,True,7102,3530,3572,1031,5037,1032
ขอนแก่น,พล,ลอมคอม,True,7050,3474,3576,940,5035,1068
ขอนแก่น,พล,โนนข่า,True,6099,3005,3094,813,4376,905
ขอนแก่น,พล,โสกนกเต็น,True,6794,3351,3443,1025,4818,948
ขอนแก่น,พล,หัวทุ่ง,True,3251,1603,1648,447,2225,578
ขอนแก่น,แวงใหญ่,,False,23772,11718,12054,3445,16744,3550
ขอนแก่น,แวงใหญ่,คอนฉิม,True,4647,2296,2351,629,3191,813
ขอนแก่น,แวงใหญ่,ใหม่นาเพียง,True,7787,3796,3991,1128,5443,1209
ขอนแก่น,แวงใหญ่,โนนทอง,True,5395,2696,2699,802,3817,770
ขอนแก่น,แวงใหญ่,โนนสะอาด,True,5943,2930,3013,886,4293,758
ขอนแก่น,แวงน้อย,,False,38087,18986,19101,5014,26893,6125
ขอนแก่น,แวงน้อย,แวงน้อย,True,6538,3254,3284,864,4639,1000
ขอนแก่น,แวงน้อย,ก้านเหลือง,True,9116,4580,4536,1171,6424,1519
ขอนแก่น,แวงน้อย,ท่านางแนว,True,4604,2315,2289,626,3222,755
ขอนแก่น,แวงน้อย,ละหานนา,True,7486,3723,3763,1001,5317,1155
ขอนแก่น,แวงน้อย,ท่าวัด,True,5351,2633,2718,662,3817,869
ขอนแก่น,แวงน้อย,ทางขวาง,True,4992,2481,2511,690,3474,827
ขอนแก่น,หนองสองห้อง,,False,70523,35017,35506,9805,50594,10002
ขอนแก่น,หนองสองห้อง,หนองสองห้อง,True,6595,3300,3295,827,4769,933
ขอนแก่น,หนองสองห้อง,คึมชาด,True,6689,3340,3349,1064,4866,754
ขอนแก่น,หนองสองห้อง,โนนธาตุ,True,5402,2636,2766,663,3941,794
ขอนแก่น,หนองสองห้อง,ตะกั่วป่า,True,5656,2781,2875,704,4020,925
ขอนแก่น,หนองสองห้อง,สำโรง,True,5543,2683,2860,732,3945,863
ขอนแก่น,หนองสองห้อง,หนองเม็ก,True,8067,3988,4079,1188,5676,1192
ขอนแก่น,หนองสองห้อง,ดอนดู่,True,8346,4156,4190,1249,6009,1082
ขอนแก่น,หนองสองห้อง,ดงเค็ง,True,6468,3199,3269,879,4622,962
ขอนแก่น,หนองสองห้อง,หันโจด,True,4118,2059,2059,550,2918,645
ขอนแก่น,หนองสองห้อง,ดอนดั่ง,True,4540,2304,2236,660,3310,565
ขอนแก่น,หนองสองห้อง,วังหิน,True,4634,2320,2314,672,3336,623
ขอนแก่น,หนองสองห้อง,หนองไผ่ล้อม,True,4465,2251,2214,617,3182,664
ขอนแก่น,ภูเวียง,,False,68201,33867,34334,9862,48789,9416
ขอนแก่น,ภูเวียง,บ้านเรือ,True,3862,1883,1979,535,2684,643
ขอนแก่น,ภูเวียง,หว้าทอง,True,5245,2578,2667,775,3744,722
ขอนแก่น,ภูเวียง,กุดขอนแก่น,True,8937,4460,4477,1193,6456,1279
ขอนแก่น,ภูเวียง,นาชุมแสง,True,6736,3366,3370,993,4847,889
ขอนแก่น,ภูเวียง,นาหว้า,True,8307,4185,4122,1330,6004,969
ขอนแก่น,ภูเวียง,หนองกุงธนสาร,True,9316,4601,4715,1249,6616,1431
ขอนแก่น,ภูเวียง,หนองกุงเซิน,True,6110,3003,3107,927,4355,821
ขอนแก่น,ภูเวียง,สงเปือย,True,6785,3381,3404,988,4949,839
ขอนแก่น,ภูเวียง,ทุ่งชมพู,True,4782,2420,2362,801,3455,525
ขอนแก่น,ภูเวียง,ดินดำ,True,4658,2287,2371,602,3285,766
ขอนแก่น,ภูเวียง,ภูเวียง,True,3463,1703,1760,469,2394,532
ขอนแก่น,มัญจาคีรี,,False,65593,32441,33152,8205,46194,11048
ขอนแก่น,มัญจาคีรี,กุดเค้า,True,8140,3970,4170,1030,5747,1262
ขอนแก่น,มัญจาคีรี,สวนหม่อน,True,7318,3576,3742,854,5114,1343
ขอนแก่น,มัญจาคีรี,หนองแปน,True,8677,4299,4378,993,6155,1523
ขอนแก่น,มัญจาคีรี,โพนเพ็ก,True,7910,3885,4025,1060,5583,1263
ขอนแก่น,มัญจาคีรี,คำแคน,True,8975,4451,4524,1124,6368,1480
ขอนแก่น,มัญจาคีรี,นาข่า,True,9305,4611,4694,1148,6405,1742
ขอนแก่น,มัญจาคีรี,นางาม,True,7860,3953,3907,1043,5572,1242
ขอนแก่น,มัญจาคีรี,ท่าศาลา,True,7408,3696,3712,953,5250,1193
ขอนแก่น,ชนบท,,False,39017,19112,19905,5130,27810,6014
ขอนแก่น,ชนบท,ชนบท,True,3919,1939,1980,523,2859,501
ขอนแก่น,ชนบท,กุดเพียขอม,True,3623,1774,1849,464,2567,589
ขอนแก่น,ชนบท,วังแสง,True,7322,3550,3772,1060,5159,1095
ขอนแก่น,ชนบท,ห้วยแก,True,5694,2752,2942,689,4019,981
ขอนแก่น,ชนบท,บ้านแท่น,True,4063,1965,2098,500,2887,675
ขอนแก่น,ชนบท,ศรีบุญเรือง,True,3556,1758,1798,483,2604,467
ขอนแก่น,ชนบท,โนนพะยอม,True,5952,2915,3037,754,4221,973
ขอนแก่น,ชนบท,ปอแดง,True,4888,2459,2429,657,3494,733
ขอนแก่น,เขาสวนกวาง,,False,21253,10572,10681,3093,15389,2729
ขอนแก่น,เขาสวนกวาง,เขาสวนกวาง,True,3754,1887,1867,536,2686,523
ขอนแก่น,เขาสวนกวาง,ดงเมืองแอม,True,8970,4478,4492,1305,6484,1174
ขอนแก่น,เขาสวนกวาง,นางิ้ว,True,5314,2631,2683,768,3915,622
ขอนแก่น,เขาสวนกวาง,คำม่วง,True,3215,1576,1639,484,2304,410
ขอนแก่น,ภูผาม่าน,,False,19438,9728,9710,2959,13958,2491
ขอนแก่น,ภูผาม่าน,โนนคอม,True,2321,1182,1139,305,1594,420
ขอนแก่น,ภูผาม่าน,นาฝาย,True,2500,1225,1275,317,1810,369
ขอนแก่น,ภูผาม่าน,ภูผาม่าน,True,3143,1592,1551,484,2215,430
ขอนแก่น,ภูผาม่าน,วังสวาบ,True,4094,2054,2040,647,2987,455
ขอนแก่น,ภูผาม่าน,ห้วยม่วง,True,7380,3675,3705,1206,5352,817
ขอนแก่น,ซำสูง,,False,17939,8819,9120,2496,12758,2632
ขอนแก่น,ซำสูง,คำแมด,True,3244,1623,1621,401,2285,511
ขอนแก่น,ซำสูง,บ้านโนน,True,5769,2831,2938,826,4127,814
ขอนแก่น,ซำสูง,คูคำ,True,4622,2283,2339,677,3339,605
ขอนแก่น,ซำสูง,ห้วยเตย,True,4304,2082,2222,592,3007,702
ขอนแก่น,โคกโพธิ์ไชย,,False,20819,10382,10437,2942,14715,3131
ขอนแก่น,โคกโพธิ์ไชย,บ้านโคก,True,2896,1443,1453,383,2034,461
ขอนแก่น,โคกโพธิ์ไชย,โพธิ์ไชย,True,6840,3398,3442,925,4749,1162
ขอนแก่น,โคกโพธิ์ไชย,ซับสมบูรณ์,True,6567,3276,3291,1014,4742,808
ขอนแก่น,โคกโพธิ์ไชย,นาแพง,True,4516,2265,2251,620,3190,700
ขอนแก่น,หนองนาคำ,,False,23395,11613,11782,3305,16892,3167
ขอนแก่น,หนองนาคำ,กุดธาตุ,True,11685,5789,5896,1647,8445,1582
ขอนแก่น,หนองนาคำ,บ้านโคก,True,4975,2501,2474,709,3576,673
ขอนแก่น,หนองนาคำ,ขนวน,True,6735,3323,3412,949,4871,912
ขอนแก่น,บ้านแฮด,,False,25980,12829,13151,3812,18393,3702
ขอนแก่น,บ้านแฮด,บ้านแฮด,True,2629,1327,1302,346,1940,283
ขอนแก่น,บ้านแฮด,โคกสำราญ,True,8800,4369,4431,1225,6227,1343
ขอนแก่น,บ้านแฮด,โนนสมบูรณ์,True,9276,4544,4732,1436,6465,1369
ขอนแก่น,บ้านแฮด,หนองแซง,True,5275,2589,2686,805,3761,707
ขอนแก่น,โนนศิลา,,False,20891,10387,10504,2884,14990,3003
ขอนแก่น,โนนศิลา,โนนศิลา,True,1518,795,723,196,1138,177
ขอนแก่น,โนนศิลา,หนองปลาหมอ,True,4370,2167,2203,530,3093,743
ขอนแก่น,โนนศิลา,บ้านหัน,True,8302,4183,4119,1304,6034,962
ขอนแก่น,โนนศิลา,เปือยใหญ่,True,3277,1585,1692,386,2318,573
ขอนแก่น,โนนศิลา,โนนแดง,True,3424,1657,1767,468,2407,548
ขอนแก่น,เวียงเก่า,,False,19704,9750,9954,2673,13921,3085
ขอนแก่น,เวียงเก่า,ในเมือง,True,8898,4432,4466,1209,6298,1373
ขอนแก่น,เวียงเก่า,เมืองเก่าพัฒนา,True,6014,2920,3094,803,4274,932
ขอนแก่น,เวียงเก่า,เขาน้อย,True,4792,2398,2394,661,3349,780
ขอนแก่น,เทศบาลเมืองศิลา,,False,55340,27265,28075,7466,40413,6976
ขอนแก่น,เทศบาลเมืองศิลา,ศิลา,True,55340,27265,28075,7466,40413,6976
ขอนแก่น,เทศบาลเมืองศิลา,เทศบาลโคกสูง,True,8739,4409,4330,1339,6181,1174
ขอนแก่น,เทศบาลเมืองศิลา,โคกสูง,True,8739,4409,4330,1339,6181,1174
ขอนแก่น,เทศบาลเมืองศิลา,เทศบาลสะอาด,True,9857,4892,4965,1416,7027,1396
ขอนแก่น,เทศบาลเมืองศิลา,สะอาด,True,9857,4892,4965,1416,7027,1396
ขอนแก่น,เทศบาลเมืองบ้านทุ่ม,,False,19382,9333,10049,2879,13888,2519
ขอนแก่น,เทศบาลเมืองบ้านทุ่ม,บ้านทุ่ม,True,19382,9333,10049,2879,13888,2519
ขอนแก่น,เทศบาลเมืองบ้านทุ่ม,เทศบาลโนนสมบูรณ์,True,5843,2914,2929,877,4211,742
ขอนแก่น,เทศบาลเมืองบ้านทุ่ม,โนนสมบูรณ์,True,5843,2914,2929,877,4211,742
ขอนแก่น,เทศบาลเมืองบ้านทุ่ม,เทศบาลม่วงหวาน,True,10082,4924,5158,1506,7263,1295
ขอนแก่น,เทศบาลเมืองบ้านทุ่ม,ม่วงหวาน,True,10082,4924,5158,1506,7263,1295
ขอนแก่น,เทศบาลเมืองบ้านทุ่ม,เทศบาลหนองตูม,True,7588,3624,3964,1014,5378,1178
ขอนแก่น,เทศบาลเมืองบ้านทุ่ม,หนองตูม,True,7588,3624,3964,1014,5378,1178
ขอนแก่น,เทศบาลเมืองบ้านทุ่ม,เทศบาลเมืองเก่า,True,32994,15303,17691,4610,24073,3950
ขอนแก่น,เทศบาลเมืองบ้านทุ่ม,เมืองเก่า,True,32994,15303,17691,4610,24073,3950
ขอนแก่น,เทศบาลเมืองบ้านทุ่ม,เทศบาลโนนท่อน,True,9727,4762,4965,1238,6992,1483
ขอนแก่น,เทศบาลเมืองบ้านทุ่ม,โนนท่อน,True,9727,4762,4965,1238,6992,1483
ขอนแก่น,เทศบาลเมืองบ้านทุ่ม,เทศบาลบ้านค้อ,True,17480,8536,8944,2611,12569,2260
ขอนแก่น,เทศบาลเมืองบ้านทุ่ม,บ้านค้อ,True,17480,8536,8944,2611,12569,2260
ขอนแก่น,เทศบาลเมืองบ้านทุ่ม,เทศบาลกุดน้ำใส,True,8483,4149,4334,1378,6003,1076
ขอนแก่น,เทศบาลเมืองบ้านทุ่ม,กุดน้ำใส,True,8483,4149,4334,1378,6003,1076
ขอนแก่น,เทศบาลเมืองบ้านทุ่ม,เทศบาลสาวะถี,True,17903,8857,9046,2502,12762,2575
ขอนแก่น,เทศบาลเมืองบ้านทุ่ม,สาวะถี,True,17903,8857,9046,2502,12762,2575
ขอนแก่น,เทศบาลเมืองบ้านทุ่ม,เทศบาลบ้านเป็ด,True,48622,22409,26213,7240,36154,4761
ขอนแก่น,เทศบาลเมืองบ้านทุ่ม,บ้านเป็ด,True,48622,22409,26213,7240,36154,4761
ขอนแก่น,เทศบาลเมืองบ้านทุ่ม,เทศบาลโนนศิลา,True,5492,2724,2768,799,3879,778
ขอนแก่น,เทศบาลเมืองบ้านทุ่ม,โนนศิลา,True,2959,1477,1482,429,2080,416
ขอนแก่น,เทศบาลเมืองบ้านทุ่ม,บ้านหัน,True,2533,1247,1286,370,1799,362
ขอนแก่น,เทศบาลเมืองบ้านทุ่ม,เทศบาลบ้านแฮด,True,6589,3249,3340,869,4673,1023
ขอนแก่น,เทศบาลเมืองบ้านทุ่ม,บ้านแฮด,True,6589,3249,3340,869,4673,1023
ขอนแก่น,เทศบาลเมืองบ้านทุ่ม,เทศบาลบ้านโคก,True,4025,1926,2099,533,2828,656
ขอนแก่น,เทศบาลเมืองบ้านทุ่ม,บ้านโคก,True,4025,1926,2099,533,2828,656
ขอนแก่น,เทศบาลเมืองบ้านทุ่ม,เทศบาลซำสูง,True,5179,2531,2648,696,3719,756
ขอนแก่น,เทศบาลเมืองบ้านทุ่ม,กระนวน,True,5179,2531,2648,696,3719,756
ขอนแก่น,เทศบาลเมืองบ้านทุ่ม,เทศบาลภูผาม่าน,True,3394,1644,1750,430,2357,600
ขอนแก่น,เทศบาลเมืองบ้านทุ่ม,โนนคอม,True,1618,781,837,179,1111,327
ขอนแก่น,เทศบาลเมืองบ้านทุ่ม,ภูผาม่าน,True,1776,863,913,251,1246,273
ขอนแก่น,เทศบาลเมืองบ้านทุ่ม,เทศบาลเขาสวนกวาง,True,10536,5200,5336,1558,7566,1347
ขอนแก่น,เทศบาลเมืองบ้านทุ่ม,เขาสวนกวาง,True,5213,2546,2667,755,3732,713
ขอนแก่น,เทศบาลเมืองบ้านทุ่ม,คำม่วง,True,5323,2654,2669,803,3834,634
ขอนแก่น,เทศบาลเมืองบ้านทุ่ม,เทศบาลชนบท,True,7583,3566,4017,892,5321,1357
ขอนแก่น,เทศบาลเมืองบ้านทุ่ม,ชนบท,True,5122,2398,2724,601,3624,885
ขอนแก่น,เทศบาลเมืองบ้านทุ่ม,ศรีบุญเรือง,True,2461,1168,1293,291,1697,472
ขอนแก่น,เทศบาลเมืองบ้านทุ่ม,เทศบาลมัญจาคีรี,True,3371,1600,1771,357,2351,601
ขอนแก่น,เทศบาลเมืองบ้านทุ่ม,กุดเค้า,True,3371,1600,1771,357,2351,601
ขอนแก่น,เทศบาลเมืองบ้านทุ่ม,เทศบาลภูเวียง,True,2746,1287,1459,313,1891,526
ขอนแก่น,เทศบาลเมืองบ้านทุ่ม,ภูเวียง,True,2746,1287,1459,313,1891,526
ขอนแก่น,เทศบาลเมืองบ้านทุ่ม,เทศบาลหนองสองห้อง,True,5462,2648,2814,699,3832,902
ขอนแก่น,เทศบาลเมืองบ้านทุ่ม,หนองสองห้อง,True,5462,2648,2814,699,3832,902
ขอนแก่น,เทศบาลเมืองบ้านทุ่ม,เทศบาลแวงน้อย,True,2982,1412,1570,418,2113,447
ขอนแก่น,เทศบาลเมืองบ้านทุ่ม,แวงน้อย,True,2982,1412,1570,418,2113,447
ขอนแก่น,เทศบาลเมืองบ้านทุ่ม,เทศบาลแวงใหญ่,True,5068,2441,2627,697,3535,826
ขอนแก่น,เทศบาลเมืองบ้านทุ่ม,แวงใหญ่,True,5068,2441,2627,697,3535,826
ขอนแก่น,เทศบาลเมืองบ้านทุ่ม,เทศบาลเปือยน้อย,True,5778,2827,2951,855,4159,751
ขอนแก่น,เทศบาลเมืองบ้านทุ่ม,เปือยน้อย,True,4069,2009,2060,632,2899,525
ขอนแก่น,เทศบาลเมืองบ้านทุ่ม,สระแก้ว,True,1709,818,891,223,1260,226
ขอนแก่น,เทศบาลเมืองกระนวน,,False,9577,4555,5022,1261,6605,1651
ขอนแก่น,เทศบาลเมืองกระนวน,หนองโก,True,9577,4555,5022,1261,6605,1651
ขอนแก่น,เทศบาลเมืองกระนวน,เทศบาลเขื่อนอุบลรัตน์,True,3826,1860,1966,449,2767,594
ขอนแก่น,เทศบาลเมืองกระนวน,เขื่อนอุบลรัตน์,True,3826,1860,1966,449,2767,594
ขอนแก่น,เทศบาลเมืองกระนวน,เทศบาลวังชัย,True,6247,2994,3253,707,4362,1160
ขอนแก่น,เทศบาลเมืองกระนวน,วังชัย,True,2376,1136,1240,311,1719,333
ขอนแก่น,เทศบาลเมืองกระนวน,หนองกุง,True,3871,1858,2013,396,2643,827
ขอนแก่น,เทศบาลเมืองกระนวน,เทศบาลน้ำพอง,True,4681,2225,2456,475,3230,951
ขอนแก่น,เทศบาลเมืองกระนวน,น้ำพอง,True,4681,2225,2456,475,3230,951
ขอนแก่น,เทศบาลเมืองกระนวน,เทศบาลสีชมพู,True,3269,1609,1660,394,2296,564
ขอนแก่น,เทศบาลเมืองกระนวน,วังเพิ่ม,True,3269,1609,1660,394,2296,564
ขอนแก่น,เทศบาลเมืองกระนวน,เทศบาลโนนหัน,True,4495,2133,2362,519,3130,822
ขอนแก่น,เทศบาลเมืองกระนวน,โนนหัน,True,2796,1357,1439,336,1976,479
ขอนแก่น,เทศบาลเมืองกระนวน,โนนสะอาด,True,1699,776,923,183,1154,343
ขอนแก่น,เทศบาลเมืองกระนวน,เทศบาลโคกสูงสัมพันธ์,True,4333,2059,2274,550,3037,726
ขอนแก่น,เทศบาลเมืองกระนวน,โนนอุดม,True,2641,1273,1368,350,1878,398
ขอนแก่น,เทศบาลเมืองกระนวน,ขัวเรียง,True,1692,786,906,200,1159,328
ขอนแก่น,เทศบาลเมืองกระนวน,เทศบาลหนองเรือ,True,4147,2090,2057,558,2893,675
ขอนแก่น,เทศบาลเมืองกระนวน,หนองเรือ,True,4147,2090,2057,558,2893,675
ขอนแก่น,เทศบาลเมืองกระนวน,เทศบาลหนองแก,True,1355,680,675,161,963,229
ขอนแก่น,เทศบาลเมืองกระนวน,กุดกว้าง,True,333,160,173,41,232,59
ขอนแก่น,เทศบาลเมืองกระนวน,โนนสะอาด,True,1022,520,502,120,731,170
ขอนแก่น,เทศบาลเมืองกระนวน,เทศบาลดอนโมง,True,3342,1622,1720,409,2360,548
ขอนแก่น,เทศบาลเมืองกระนวน,บ้านกง,True,1996,991,1005,256,1401,318
ขอนแก่น,เทศบาลเมืองกระนวน,จระเข้,True,1346,631,715,153,959,230
ขอนแก่น,เทศบาลเมืองกระนวน,เทศบาลพระยืน,True,3288,1549,1739,423,2351,508
ขอนแก่น,เทศบาลเมืองกระนวน,พระยืน,True,3288,1549,1739,423,2351,508
